Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	regulation of lamellipodium assembly (GO:0010591)	16/34	8.184292e-01	9.999972e-01	0	0	7.766099e-01	1.556081e-01	ACTR3;ACTR2;CARMIL2;DMTN;AUTS2;AVIL;WAS;TWF1;CAPZB;ARPC2;ABI3;RAC2;PLXNB3;WNT1;WASF2;EPHA2
GO_Biological_Process_2021	homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156)	29/60	8.189871e-01	9.999972e-01	0	0	8.171750e-01	1.631792e-01	PTPRT;ROBO3;CD84;ROBO4;PTPRM;PVR;ROBO1;TRO;IGSF21;CDH4;CDH2;EMB;PCDHA7;MPZL2;CADM3;CADM1;CNTN6;IGSF11;SDK1;CEACAM6;MYOT;CEACAM5;PLXNB3;CDH13;FAT2;CNTN4;NECTIN4;OBSL1;NECTIN1
GO_Biological_Process_2021	hematopoietic progenitor cell differentiation (GO:0002244)	15/32	8.195029e-01	9.999972e-01	0	0	7.709100e-01	1.534553e-01	ACE;TNFRSF13B;FST;PLEK;TMEM190;PRRC2C;INHBA;MEOX1;FSTL3;BMP4;UFL1;SFRP1;PTPRC;KIT;MIXL1
GO_Biological_Process_2021	long-chain fatty acid transport (GO:0015909)	15/32	8.195029e-01	9.999972e-01	0	0	7.709100e-01	1.534553e-01	ABCD4;ABCD2;SLC27A1;CPT1A;PRKAB2;ACSL1;PRKAG2;ACACB;FABP4;CPT2;LCN12;SPX;PPARG;CD36;MFSD2A
GO_Biological_Process_2021	regulation of dendrite morphogenesis (GO:0048814)	15/32	8.195029e-01	9.999972e-01	0	0	7.709100e-01	1.534553e-01	CHRNB2;FBXW8;SEMA4D;SDC2;NEDD4L;KNDC1;ADGRB3;GORASP1;HECW2;HECW1;SARM1;NSMF;TNIK;LZTS1;OBSL1
GO_Biological_Process_2021	RNA biosynthetic process (GO:0032774)	15/32	8.195029e-01	9.999972e-01	0	0	7.709100e-01	1.534553e-01	TBP;TAF13;PRIM1;TAF10;RSF1;TTF2;NAT14;ELL3;SETX;HELB;POLA2;TERT;TCEA2;TAF7;TAF4
GO_Biological_Process_2021	ion homeostasis (GO:0050801)	14/30	8.208823e-01	9.999972e-01	0	0	7.644962e-01	1.508929e-01	SLC12A5;SLC30A3;SLC30A2;FHL1;WNK4;SLC4A10;NEDD4L;SLC4A11;SLC4A3;SLC4A4;SLC4A5;WNK1;WNK2;RANGRF
GO_Biological_Process_2021	mRNA splice site selection (GO:0006376)	14/30	8.208823e-01	9.999972e-01	0	0	7.644962e-01	1.508929e-01	CELF1;SFSWAP;YTHDC1;CELF2;SRSF1;CELF4;CELF5;PSIP1;CELF6;NOL3;SETX;LUC7L;SRSF10;SF1
GO_Biological_Process_2021	negative regulation of gene expression, epigenetic (GO:0045814)	14/30	8.208823e-01	9.999972e-01	0	0	7.644962e-01	1.508929e-01	CREBZF;SUZ12;DNMT1;EED;PHF1;DNMT3A;PPHLN1;BMI1;MACROH2A2;MACROH2A1;TASOR;MTF2;JARID2;EZH2
GO_Biological_Process_2021	positive regulation of endopeptidase activity (GO:0010950)	14/30	8.208823e-01	9.999972e-01	0	0	7.644962e-01	1.508929e-01	LYN;PRELID1;CR1;MEFV;GRIN2B;TTBK1;EFNA1;EFNA3;AIM2;PSME3;PSME1;PSME2;FYN;MBP
GO_Biological_Process_2021	positive regulation of phosphate metabolic process (GO:0045937)	14/30	8.208823e-01	9.999972e-01	0	0	7.644962e-01	1.508929e-01	APP;EGF;FZD7;ILK;PTH1R;EGFR;AR;IFNG;CCL5;NCKAP1L;ANG;ITGA6;CD244;SNCA
GO_Biological_Process_2021	positive regulation of small GTPase mediated signal transduction (GO:0051057)	14/30	8.208823e-01	9.999972e-01	0	0	7.644962e-01	1.508929e-01	LYN;LRRC59;RASGRF1;ERBIN;IRS2;RASGRP1;EPOR;VAV1;ITGAV;SHOC2;GRB2;JAK2;TGM2;FGF10
GO_Biological_Process_2021	respiratory tube development (GO:0030323)	14/30	8.208823e-01	9.999972e-01	0	0	7.644962e-01	1.508929e-01	CCDC39;DNAAF1;LOXL3;PROX1;FGF1;FGF2;PCSK5;VEGFA;BMP4;RBP4;FGF9;PDPN;FGFR2;CCDC40
GO_Biological_Process_2021	regulation of tyrosine phosphorylation of STAT protein (GO:0042509)	33/68	8.216891e-01	9.999972e-01	0	0	8.235710e-01	1.617437e-01	IL21;CD40;CNTF;CTF1;IL22RA2;GHR;SOCS3;IFNL1;CCL5;IL12B;HES1;STAP2;JAK2;IL6R;SH2B3;LYN;TNFSF18;TSLP;IL15;IL18;IL31RA;PARP9;PARP14;IL2;TNFRSF1A;VEGFA;IFNG;IL23A;KIT;HCLS1;NF2;IL6ST;CRLF1
GO_Biological_Process_2021	negative regulation of viral process (GO:0048525)	34/70	8.224455e-01	9.999972e-01	0	0	8.249462e-01	1.612548e-01	RNASEL;IFIT5;ZC3HAV1;IFIT1;OASL;IFIH1;ZFP36;CCL5;TRIM21;IFNL3;APOBEC3C;SRPK2;APOBEC3F;RSAD2;APOBEC3G;APOBEC3H;STAT1;MX1;EIF2AK2;PROX1;SRPK1;BST2;ISG20;FAM111A;PLSCR1;MAVS;OAS1;SLPI;OAS2;OAS3;TRIM14;PTX3;TRIM31;TRIM32
GO_Biological_Process_2021	internal peptidyl-lysine acetylation (GO:0018393)	13/28	8.226238e-01	9.999972e-01	0	0	7.572255e-01	1.478531e-01	NAA50;PHF20;TRRAP;MSL3;ATAT1;PHF20L1;KAT2B;KAT6B;KAT6A;RUVBL1;KAT8;KAT7;CPA4
GO_Biological_Process_2021	L-amino acid transport (GO:0015807)	13/28	8.226238e-01	9.999972e-01	0	0	7.572255e-01	1.478531e-01	SLC36A1;SLC1A1;SLC1A3;CTNS;SLC1A4;SLC3A2;SLC6A20;SLC7A3;SLC7A5;SLC25A18;SLC7A8;SFXN1;SLC38A5
GO_Biological_Process_2021	neutral amino acid transport (GO:0015804)	13/28	8.226238e-01	9.999972e-01	0	0	7.572255e-01	1.478531e-01	SLC36A1;SLC38A1;SLC1A1;SLC6A14;CTNS;SLC1A4;SLC3A2;SLC6A20;SLC7A10;SLC6A6;SLC7A5;SLC7A8;SLC38A5
GO_Biological_Process_2021	nucleotide-binding oligomerization domain containing signaling pathway (GO:0070423)	13/28	8.226238e-01	9.999972e-01	0	0	7.572255e-01	1.478531e-01	RIPK2;TNFAIP3;NOD2;IRGM;INAVA;CYLD;LACC1;ITCH;CASP8;IRAK2;OTULIN;UBE2N;RPS27A
GO_Biological_Process_2021	positive regulation of microtubule polymerization (GO:0031116)	13/28	8.226238e-01	9.999972e-01	0	0	7.572255e-01	1.478531e-01	ARL2;SLAIN2;CKAP5;CLIP1;NAV3;AKAP9;ANKRD53;RPS3;MAPT;MAPRE1;MET;CLASP1;CDK5R1
GO_Biological_Process_2021	positive regulation of nitric oxide metabolic process (GO:1904407)	13/28	8.226238e-01	9.999972e-01	0	0	7.572255e-01	1.478531e-01	EDN1;HSP90AB1;KLF4;CLU;ASS1;KLF2;IFNG;CLEC7A;DDAH2;CD36;TLR6;TLR4;TMEM106A
GO_Biological_Process_2021	protein depolymerization (GO:0051261)	13/28	8.226238e-01	9.999972e-01	0	0	7.572255e-01	1.478531e-01	GSN;KIF14;STMND1;TWF1;DSTN;KIF24;MICAL2;STMN4;CKAP5;KIF18A;KIF18B;KIF2A;KIF2C
GO_Biological_Process_2021	protein localization to cell surface (GO:0034394)	13/28	8.226238e-01	9.999972e-01	0	0	7.572255e-01	1.478531e-01	PRRT1;RIC3;ANGPT1;USP4;EMP2;FBLN5;GGA2;GGA3;WNT11;CD177;GPIHBP1;JAM3;FGF10
GO_Biological_Process_2021	regulation of calcineurin-NFAT signaling cascade (GO:0070884)	13/28	8.226238e-01	9.999972e-01	0	0	7.572255e-01	1.478531e-01	PRNP;DYRK2;HOMER2;FHL2;STIMATE;SLC9A1;RCAN1;CLEC7A;PLCG2;CAMTA1;HOMER3;EFHB;MYOZ1
GO_Biological_Process_2021	regulation of neuron migration (GO:2001222)	13/28	8.226238e-01	9.999972e-01	0	0	7.572255e-01	1.478531e-01	NTNG2;SEMA6A;SEMA3A;ULK4;CX3CL1;SRGAP2C;IGSF10;NIPBL;ZNF609;MDK;NSMF;SRGAP2;KIF20B
GO_Biological_Process_2021	regulation of small molecule metabolic process (GO:0062012)	13/28	8.226238e-01	9.999972e-01	0	0	7.572255e-01	1.478531e-01	PRKN;ACADVL;PANK2;EPHX2;ADIPOQ;RORC;RORA;ADIPOR1;TTC39B;ACADL;PDK4;MLYCD;PDK1
GO_Biological_Process_2021	extracellular structure organization (GO:0043062)	109/216	8.229959e-01	9.999972e-01	0	0	8.892696e-01	1.732334e-01	VIT;APP;COL16A1;SERPINE1;ICAM3;ICAM5;FGF2;ICAM1;IBSP;TNR;POSTN;COL27A1;MIA;COL23A1;APLP1;SPINK5;ADAM19;BCAN;COL4A4;ADAM12;COL4A3;COL8A1;COL17A1;COL13A1;PDGFA;NID1;FBLN5;ADAMTS16;ADAMTS15;VTN;ADAMTS18;COL28A1;VCAM1;COL24A1;FN1;ITGA10;ITGA11;COL9A1;COL9A3;COL9A2;ITGAM;ITGB5;COL14A1;LAMC3;ITGB2;LAMC2;ITGAE;LAMC1;ITGAL;ADAMTS5;MMP25;MMP24;ADAMTS3;ADAMTSL5;MMP27;ADAMTSL4;ADAMTSL3;MMP28;ITGAX;COL10A1;ITGB8;ITGAV;ITGB7;ITGB6;ADAMTS8;ADAMTS9;ADAMTS6;MMP7;ITGA4;MMP1;ITGA2;MMP2;MMP9;DCN;ADAMTS20;VCAN;MMP13;MMP16;ITGAD;MMP15;MMP23B;PXDN;GFOD2;ITGA7;ITGA6;CD47;MATN4;DDR2;ITGA9;LAMA1;COL11A1;LAMA4;COL11A2;LAMA3;NDNF;COL19A1;SPOCK2;SPP1;JAM2;JAM3;LAMB3;LAMB2;COL22A1;MFAP5;SMOC2;SMOC1;COL7A1;ST7;AGRN
GO_Biological_Process_2021	cell morphogenesis involved in differentiation (GO:0000904)	35/72	8.232271e-01	9.999972e-01	0	0	8.262465e-01	1.607241e-01	LAMC3;KIF14;NTN4;ILK;LAMC1;ANTXR1;POF1B;RAB25;DACT2;LPXN;ITGAV;ITGB7;SRGAP2;EPHB3;NTNG2;MEF2C;ITGA4;LAMB3;ATRNL1;LAMB2;ACTN1;LAMB4;FN1;PARVA;PROX1;EFNA1;TMEFF2;RILPL2;PARVG;RILPL1;TYRO3;ATF4;EPHA2;VAMP3;FERMT3
GO_Biological_Process_2021	clathrin-dependent endocytosis (GO:0072583)	12/26	8.247981e-01	9.999972e-01	0	0	7.489145e-01	1.442534e-01	ITSN2;FCHSD2;FCHO1;DNAJC6;CLTC;ITSN1;CLTB;AP2S1;CLTA;AP2A2;DLL1;SNAP91
GO_Biological_Process_2021	DNA geometric change (GO:0032392)	12/26	8.247981e-01	9.999972e-01	0	0	7.489145e-01	1.442534e-01	PIF1;BLM;MRE11;ANXA1;DHX9;HNRNPA2B1;HMGB2;RECQL;HMGB3;ASCC3;NBN;DNA2
GO_Biological_Process_2021	metanephros development (GO:0001656)	12/26	8.247981e-01	9.999972e-01	0	0	7.489145e-01	1.442534e-01	BMP4;NIPBL;CITED1;SIX4;SOX17;OSR1;SIX1;CTSH;GDF6;BMP7;PAX2;FGF10
GO_Biological_Process_2021	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902230)	12/26	8.247981e-01	9.999972e-01	0	0	7.489145e-01	1.442534e-01	CD74;ING2;MUC1;CXCL12;SFRP2;DDIAS;SNAI1;ACKR3;SNAI2;CLU;TRIM32;TPT1
GO_Biological_Process_2021	negative regulation of protein localization to membrane (GO:1905476)	12/26	8.247981e-01	9.999972e-01	0	0	7.489145e-01	1.442534e-01	MRAP;LRRC15;RSC1A1;PID1;DMTN;ABI3;CLTC;TMBIM1;INPP5K;ITGB1BP1;GBP1;MRAP2
GO_Biological_Process_2021	negative regulation of transposition (GO:0010529)	12/26	8.247981e-01	9.999972e-01	0	0	7.489145e-01	1.442534e-01	PIWIL2;APOBEC3C;APOBEC3D;APOBEC3F;APOBEC3G;ZNF93;APOBEC3H;UBR2;MYBL1;AICDA;TEX19;APOBEC3B
GO_Biological_Process_2021	positive regulation of microtubule polymerization or depolymerization (GO:0031112)	12/26	8.247981e-01	9.999972e-01	0	0	7.489145e-01	1.442534e-01	CLIP1;NAV3;AKAP9;ANKRD53;RPS3;ARL2;SLAIN2;MAPT;MAPRE1;MET;CLASP1;CDK5R1
GO_Biological_Process_2021	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900740)	12/26	8.247981e-01	9.999972e-01	0	0	7.489145e-01	1.442534e-01	YWHAE;PPP1R13B;CASP8;PPP3CC;TFDP2;E2F1;PMAIP1;GZMB;SFN;YWHAZ;TP63;YWHAG
GO_Biological_Process_2021	regulation of actin filament bundle assembly (GO:0032231)	12/26	8.247981e-01	9.999972e-01	0	0	7.489145e-01	1.442534e-01	PRKN;PTGER4;ROCK1;SYNPO2L;PLEK;RDX;ALMS1;WAS;SYNPO;CX3CL1;ACTG1;SLC9A1
GO_Biological_Process_2021	regulation of biomineral tissue development (GO:0070167)	12/26	8.247981e-01	9.999972e-01	0	0	7.489145e-01	1.442534e-01	CYP27B1;CEBPB;ROCK1;ANKH;HEY1;HEY2;TWIST1;SGMS2;FBXO5;SOX9;GAS6;DDR2
GO_Biological_Process_2021	regulation of glycogen biosynthetic process (GO:0005979)	12/26	8.247981e-01	9.999972e-01	0	0	7.489145e-01	1.442534e-01	PPP1R3G;EPM2AIP1;DYRK2;IRS1;PPP1R3B;PPP1R3D;IGF2;INPP5K;IRS2;SORBS1;PASK;GCK
GO_Biological_Process_2021	regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900739)	12/26	8.247981e-01	9.999972e-01	0	0	7.489145e-01	1.442534e-01	YWHAE;PPP1R13B;CASP8;PPP3CC;TFDP2;E2F1;PMAIP1;GZMB;SFN;YWHAZ;TP63;YWHAG
GO_Biological_Process_2021	regulation of viral life cycle (GO:1903900)	12/26	8.247981e-01	9.999972e-01	0	0	7.489145e-01	1.442534e-01	CD209;LAMP3;TYRO3;TRIM25;TRIM14;TRIM38;KPNA2;TRIM31;TRIM21;TRIM22;CLEC4G;TRIM34
GO_Biological_Process_2021	adenylate cyclase-activating dopamine receptor signaling pathway (GO:0007191)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	GNAL;GNAS;DRD1
GO_Biological_Process_2021	ammonium transport (GO:0015696)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	SLC12A2;RHBG;AQP1
GO_Biological_Process_2021	arginine catabolic process (GO:0006527)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	ARG2;OAT;NOS1
GO_Biological_Process_2021	astrocyte differentiation (GO:0048708)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	CDK6;DLL1;S100A9
GO_Biological_Process_2021	AV node cell action potential (GO:0086016)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	CACNB2;SCN4B;CACNA1G
GO_Biological_Process_2021	AV node cell to bundle of His cell communication (GO:0086067)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	GJC3;CXADR;CACNA1G
GO_Biological_Process_2021	cardiac pacemaker cell development (GO:0060926)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	TBX5;TBX18;TBX3
GO_Biological_Process_2021	cation homeostasis (GO:0055080)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	SLC7A8;SLC4A11;TRPM7
GO_Biological_Process_2021	cellular response to gonadotropin stimulus (GO:0071371)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	LHCGR;NSMF;SLC5A5
GO_Biological_Process_2021	cellular response to histamine (GO:0071420)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	DIAPH1;GABRB2;AOC1
GO_Biological_Process_2021	cellular response to platelet-derived growth factor stimulus (GO:0036120)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	HYAL1;HAS1;MARS1
GO_Biological_Process_2021	chylomicron remnant clearance (GO:0034382)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	APOC2;APOC1;APOB
GO_Biological_Process_2021	citrulline metabolic process (GO:0000052)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	CPS1;DDAH2;ASS1
GO_Biological_Process_2021	cleavage furrow formation (GO:0036089)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	SNX9;SNX33;AURKB
GO_Biological_Process_2021	complement activation, alternative pathway (GO:0006957)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	CFD;CR2;CR1
GO_Biological_Process_2021	deadenylation-dependent decapping of nuclear-transcribed mRNA (GO:0000290)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	LSM1;PATL1;PATL2
GO_Biological_Process_2021	delamination (GO:0060232)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	AKNA;CDSN;ABCA12
GO_Biological_Process_2021	dendrite arborization (GO:0140059)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	SEMA3A;PTN;ZNF365
GO_Biological_Process_2021	detection of molecule of bacterial origin (GO:0032490)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	DMBT1;LBP;TLR4
GO_Biological_Process_2021	dopamine transport (GO:0015872)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	SLC22A3;SLC29A4;SLC6A3
GO_Biological_Process_2021	dorsal aorta development (GO:0035907)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	DLL4;HEY1;HEY2
GO_Biological_Process_2021	dorsal aorta morphogenesis (GO:0035912)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	DLL4;HEY1;HEY2
GO_Biological_Process_2021	endosome to lysosome transport via multivesicular body sorting pathway (GO:0032510)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	CHMP2B;LYST;UBXN6
GO_Biological_Process_2021	establishment of centrosome localization (GO:0051660)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	PARD3;EZR;MAD2L1
GO_Biological_Process_2021	ethanol catabolic process (GO:0006068)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	SULT1A1;SULT1B1;SULT1A3
GO_Biological_Process_2021	gland morphogenesis (GO:0022612)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	MSN;EZR;FGFR2
GO_Biological_Process_2021	glomerular epithelial cell development (GO:0072310)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	NPHS1;PODXL;IQGAP1
GO_Biological_Process_2021	glomerular visceral epithelial cell development (GO:0072015)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	NPHS1;PODXL;IQGAP1
GO_Biological_Process_2021	glutamine transport (GO:0006868)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	SLC38A1;SLC1A4;SLC38A5
GO_Biological_Process_2021	glycerol transport (GO:0015793)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	AQP7;AQP3;AQP1
GO_Biological_Process_2021	hyperosmotic response (GO:0006972)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	RCSD1;YBX3;AQP1
GO_Biological_Process_2021	iron import into cell (GO:0033212)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	TFR2;SLC11A2;CYBRD1
GO_Biological_Process_2021	L-alanine transport (GO:0015808)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	SLC36A1;SLC1A4;SLC38A5
GO_Biological_Process_2021	L-methionine salvage (GO:0071267)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	ADI1;BHMT2;ENOPH1
GO_Biological_Process_2021	left/right pattern formation (GO:0060972)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	CITED2;DNAAF1;MEGF8
GO_Biological_Process_2021	leukotriene transport (GO:0071716)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	ABCC4;ABCC6;ABCC11
GO_Biological_Process_2021	lymphoid progenitor cell differentiation (GO:0002320)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	BMP4;LIG4;SOX4
GO_Biological_Process_2021	maintenance of synapse structure (GO:0099558)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	CHCHD10;ERC2;CBLN2
GO_Biological_Process_2021	metanephric nephron tubule development (GO:0072234)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	OSR1;PAX2;POU3F3
GO_Biological_Process_2021	mitochondrial DNA metabolic process (GO:0032042)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	PARP1;LIG3;DNA2
GO_Biological_Process_2021	mitral valve development (GO:0003174)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	EFNA1;SMAD6;SOX4
GO_Biological_Process_2021	modulation by symbiont of host apoptotic process (GO:0052150)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	RNF213;SERPINB9;MAPK3
GO_Biological_Process_2021	monoacylglycerol catabolic process (GO:0052651)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	FAAH;MGLL;ABHD12B
GO_Biological_Process_2021	mRNA transcription by RNA polymerase II (GO:0042789)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	MED1;ZBTB1;ATF4
GO_Biological_Process_2021	negative regulation of cell cycle phase transition (GO:1901988)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	RGCC;MACROH2A1;ZFP36L2
GO_Biological_Process_2021	negative regulation of centriole replication (GO:0046600)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	KAT2B;TRIM37;BRCA1
GO_Biological_Process_2021	negative regulation of heart rate (GO:0010459)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	FKBP1B;SPX;SRI
GO_Biological_Process_2021	negative regulation of MyD88-independent toll-like receptor signaling pathway (GO:0034128)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	TICAM2;SARM1;TLR4
GO_Biological_Process_2021	negative regulation of oligodendrocyte differentiation (GO:0048715)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	TMEM98;DAAM2;HES1
GO_Biological_Process_2021	negative regulation of protein import (GO:1904590)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	MDFIC;APOD;CABP1
GO_Biological_Process_2021	negative regulation of protein import into nucleus (GO:0042308)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	MDFIC;APOD;CABP1
GO_Biological_Process_2021	negative regulation of protein sumoylation (GO:0033234)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	GNL3L;MAGEA2;PARK7
GO_Biological_Process_2021	negative regulation of steroid metabolic process (GO:0045939)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	NR0B1;BMP5;WNT4
GO_Biological_Process_2021	negative regulation of T-helper 17 type immune response (GO:2000317)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	TBX21;FOXP3;RC3H2
GO_Biological_Process_2021	negative regulation of telomere capping (GO:1904354)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	ERCC4;ATM;NBN
GO_Biological_Process_2021	neurotransmitter receptor transport, endosome to plasma membrane (GO:0099639)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	ARHGAP44;GRIPAP1;GRIP2
GO_Biological_Process_2021	nuclear-transcribed mRNA catabolic process, deadenylation-independent decay (GO:0031086)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	ZFP36;EDC3;PNRC2
GO_Biological_Process_2021	nucleobase catabolic process (GO:0046113)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	DPYSL2;DPYD;CRMP1
GO_Biological_Process_2021	oxygen transport (GO:0015671)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	MYC;IPCEF1;CYGB
GO_Biological_Process_2021	pharyngeal arch artery morphogenesis (GO:0061626)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	BMP4;HES1;FOLR1
GO_Biological_Process_2021	polyamine biosynthetic process (GO:0006596)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	SMOX;SAT2;SRM
GO_Biological_Process_2021	positive regulation by symbiont of host autophagy (GO:0075044)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	ATG7;IRGM;PHB2
GO_Biological_Process_2021	positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process (GO:1902961)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	EFNA1;LYN;EFNA3
GO_Biological_Process_2021	positive regulation of cAMP-mediated signaling (GO:0043950)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	FFAR4;CGAS;GPR62
GO_Biological_Process_2021	positive regulation of cytoplasmic translation (GO:2000767)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	LIN28A;DHX9;YBX3
GO_Biological_Process_2021	positive regulation of interleukin-5 production (GO:0032754)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	TSLP;PDE4D;PRKCZ
GO_Biological_Process_2021	positive regulation of intracellular estrogen receptor signaling pathway (GO:0033148)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	YAP1;KMT2D;SRARP
GO_Biological_Process_2021	positive regulation of IRE1-mediated unfolded protein response (GO:1903896)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	PTPN1;BCL2L11;AGR2
GO_Biological_Process_2021	positive regulation of lipopolysaccharide-mediated signaling pathway (GO:0031666)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	CD180;LY86;SCIMP
GO_Biological_Process_2021	positive regulation of mast cell activation (GO:0033005)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	TSLP;CD226;HAVCR1
GO_Biological_Process_2021	positive regulation of membrane depolarization (GO:1904181)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	MYOC;RACK1;DCN
GO_Biological_Process_2021	positive regulation of miRNA mediated inhibition of translation (GO:1905618)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	DDX6;AGO2;TNRC6B
GO_Biological_Process_2021	positive regulation of mitophagy in response to mitochondrial depolarization (GO:0098779)	3/7	8.248331e-01	9.999972e-01	0	0	6.554504e-01	1.262229e-01	PRKN;PINK1;HUWE1
