Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,interferon-gamma-mediated signaling pathway (GO:0060333),40/68,0.0010093203872444,0.5104171650908425,0,0,2.1876700896258936,15.091594112593937,CIITA;SP100;PTAFR;IFI30;OASL;MT2A;NCAM1;JAK2;FCGR1A;GBP2;B2M;GBP1;HLA-DQA2;TRIM22;HLA-DQA1;HLA-DPA1;HLA-DRB5;VCAM1;STAT1;HLA-B;HLA-C;HLA-A;HLA-F;MID1;IFNG;OAS1;IRF4;OAS2;IRF1;OAS3;HLA-DPB1;IRF8;HLA-DRA;IRF5;IRF6;TRIM31;HLA-DQB2;IRF9;HLA-DRB1;HLA-DQB1
GO_Biological_Process_2021,regulation of B cell proliferation (GO:0030888),29/46,0.00107815630718,0.5104171650908425,0,0,2.611070909023089,17.840149348134034,BLK;IL21;SASH3;CD40;TFRC;TNFRSF13B;CD81;IRS2;TNFRSF13C;IKZF3;TNFSF13B;CD38;CTLA4;NCKAP1L;EPHB2;IL10;CD74;MEF2C;FCRL3;NFATC2;IL2;BST1;PTPRC;GPR183;MZB1;ATM;MNDA;CD22;TNFRSF21
GO_Biological_Process_2021,negative regulation of interferon-gamma production (GO:0032689),20/29,0.0012900951301005,0.5235021738643681,0,0,3.399769163640458,22.618797921439764,CD274;PRNP;CR1;LAPTM5;LILRB1;INHBA;PDCD1LG2;FOXP3;LILRB4;LGALS9C;LGALS9B;TNFSF4;XCL1;IL36RN;LGALS9;GAS6;INHA;LGALS7;HLA-DRB1;HAVCR2
GO_Biological_Process_2021,regulation of T cell mediated cytotoxicity (GO:0001914),20/29,0.0012900951301005,0.5235021738643681,0,0,3.399769163640458,22.618797921439764,RIPK3;HLA-B;CD1E;LILRB1;CD1D;HLA-A;CYRIB;HLA-F;CD1B;CD1A;AZGP1;PTPRC;IL23A;IL12B;HLA-DRA;XCL1;KLRD1;KLRC1;IL12RB1;HLA-DRB1
GO_Biological_Process_2021,regulation of lymphocyte activation (GO:0051249),12/15,0.0017189205528849,0.5546055075264653,0,0,6.11642622120982,38.93752879089065,CD4;THEMIS2;CLEC7A;LCK;SIT1;FCRL3;CCL5;CD19;LEP;CRTAM;IKZF3;PAG1
GO_Biological_Process_2021,positive regulation of leukocyte mediated cytotoxicity (GO:0001912),27/43,0.0017350344897982,0.5546055075264653,0,0,2.582493343476607,16.416207712550115,IL21;ITGAM;CD1E;CD1D;CD1B;RASGRP1;CD1A;KLRK1;LAMP1;IL12B;STAP1;SLAMF6;IL12RB1;KLRC2;CRTAM;HLA-B;HLA-A;CYRIB;HLA-F;AZGP1;NCR3;IL23A;HLA-DRA;XCL1;CD226;KLRD1;HLA-DRB1
GO_Biological_Process_2021,negative regulation of T cell activation (GO:0050868),28/45,0.0017505342173858,0.5546055075264653,0,0,2.520714296370336,16.00107659677397,CD86;CD274;RIPOR2;CEBPB;CD80;PTPN22;VTCN1;SPN;IL4I1;LGALS3;IFNL1;NCKAP1L;TIGIT;JAK3;PAG1;HAVCR2;IL10;PLA2G2D;CR1;SFTPD;LAPTM5;LILRB1;PDCD1LG2;FOXP3;LAX1;LILRB4;HLA-DRB1;TNFRSF21
GO_Biological_Process_2021,regulation of T cell activation (GO:0050863),29/47,0.0017572432908777,0.5546055075264653,0,0,2.465807088001127,15.643102382911062,SIRPG;PTPN22;VTCN1;SIRPB1;IL4I1;LGALS3;SIT1;CCL5;TBX21;TNFSF11;TIGIT;JAK3;PAG1;CCR2;HLA-DPA1;TNFSF18;CRTAM;SPINK5;LAPTM5;CYRIB;LAX1;CCDC88B;CD2;CD4;CD209;LCK;HLA-DPB1;PRKCQ;TNFSF8
GO_Biological_Process_2021,regulation of neutrophil extravasation (GO:2000389),6/6,0.0038343548315308,0.9999966283034052,0,0,72516.0,403461.19158966304,RIPOR2;MDK;ADAM8;OLFM4;CD99;XG
GO_Biological_Process_2021,regulation of nuclease activity (GO:0032069),6/6,0.0038343548315308,0.9999966283034052,0,0,72516.0,403461.19158966304,OAS1;OAS2;OAS3;HMGB2;NEIL1;OASL
GO_Biological_Process_2021,regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell (GO:2001188),6/6,0.0038343548315308,0.9999966283034052,0,0,72516.0,403461.19158966304,LGALS3;HLA-DMB;CD81;LILRB1;LGALS9;HAVCR2
GO_Biological_Process_2021,regulation of monocyte chemotactic protein-1 production (GO:0071637),9/11,0.0054288721756173,0.9999966283034052,0,0,6.878937381404175,35.880701575269626,OAS1;SYK;CLEC7A;GSTP1;OAS3;ADIPOQ;TWIST1;APOD;LGALS9
GO_Biological_Process_2021,regulation of T cell apoptotic process (GO:0070232),9/11,0.0054288721756173,0.9999966283034052,0,0,6.878937381404175,35.880701575269626,CD274;LGALS3;RIPK3;CCL5;PIP;PRKCQ;PDCD1;JAK3;IDO1
GO_Biological_Process_2021,regulation of interleukin-2 production (GO:0032663),28/48,0.0065044935361541,0.9999966283034052,0,0,2.142074562515851,10.785906705080324,CD86;CD80;TNFAIP3;ZFP36;CLEC7A;TBX21;PDE4B;PLCG2;HOMER3;CD34;GBP1;CCR2;HAVCR2;PRNP;ANXA1;CR1;HOMER2;SFTPD;LAPTM5;FOXP3;LILRB4;CD4;PTPRC;NAV3;IRF4;CD28;XCL1;CARD11
GO_Biological_Process_2021,positive regulation of B cell proliferation (GO:0030890),19/30,0.0072131011829218,0.9999966283034052,0,0,2.6417755771777305,13.028857517423228,IL21;SASH3;CD74;CD40;MEF2C;TFRC;CD81;FCRL3;NFATC2;IRS2;TNFRSF13C;IL2;TNFSF13B;BST1;PTPRC;GPR183;CD38;NCKAP1L;EPHB2
GO_Biological_Process_2021,positive regulation of immune effector process (GO:0002699),20/32,0.0072747888639395,0.9999966283034052,0,0,2.549193480280381,12.55054747444543,IL10;CD81;PTPRJ;LILRB1;PLA2G5;DDX60;IL2;HLA-DMB;PTPRC;IFNG;IL23A;TNFSF4;IL12B;HLA-DRA;LBP;LGALS9;IL12RB1;PCK1;HLA-DRB1;CCR2
GO_Biological_Process_2021,immunological synapse formation (GO:0001771),7/8,0.0079340175203144,0.9999966283034052,0,0,10.698747944858985,51.74551882582245,CD6;CD81;PRF1;MSN;CCR7;CCL19;CORO1A
GO_Biological_Process_2021,"negative regulation of complement activation, classical pathway (GO:0045959)",7/8,0.0079340175203144,0.9999966283034052,0,0,10.698747944858985,51.74551882582245,CR2;CR1;CR1L;SUSD4;C4BPA;C4BPB;CD55
GO_Biological_Process_2021,positive regulation of monocyte chemotactic protein-1 production (GO:0071639),7/8,0.0079340175203144,0.9999966283034052,0,0,10.698747944858985,51.74551882582245,OAS1;SYK;CLEC7A;OAS3;ADIPOQ;TWIST1;LGALS9
GO_Biological_Process_2021,positive regulation of interferon-gamma production (GO:0032729),32/57,0.0082270221610754,0.9999966283034052,0,0,1.9586500888099467,9.402169047167732,IL21;TXK;PTPN22;RASGRP1;IFNL1;CLEC7A;PDE4B;IL12B;SLAMF6;LGALS9;IL12RB1;CCR2;HLA-DPA1;IL12RB2;BTN3A1;CRTAM;IL18;LILRB1;BTN3A2;HLA-A;CYRIB;CD2;SLC7A5;IL23A;TNFSF4;HLA-DPB1;TLR8;F2RL1;CD226;TLR7;CD244;IL18R1
GO_Biological_Process_2021,placenta development (GO:0001890),11/15,0.0084830176055825,0.9999966283034052,0,0,4.204162976085031,20.05255008102223,ADAM19;CITED1;LEP;PLAC1;ANG;PPARG;ASCL2;PTK2;E2F7;TEX19;E2F8
GO_Biological_Process_2021,regulation of non-canonical Wnt signaling pathway (GO:2000050),11/15,0.0084830176055825,0.9999966283034052,0,0,4.204162976085031,20.05255008102223,SFRP4;TIAM1;SFRP1;LBX2;RNF213;SPEF1;WNT5B;DAAM2;GPC3;RSPO3;CSNK1E
GO_Biological_Process_2021,ciliary neurotrophic factor-mediated signaling pathway (GO:0070120),5/5,0.0096938008231851,0.9999966283034052,0,0,60430.0,280169.7168261977,CNTFR;CNTF;LIFR;IL6ST;IL6R
GO_Biological_Process_2021,negative regulation of interferon-alpha production (GO:0032687),5/5,0.0096938008231851,0.9999966283034052,0,0,60430.0,280169.7168261977,IL10;PTPRS;NLRC3;LILRA4;HAVCR2
GO_Biological_Process_2021,negative regulation of regulatory T cell differentiation (GO:0045590),5/5,0.0096938008231851,0.9999966283034052,0,0,60430.0,280169.7168261977,LAG3;MDK;IRF1;TNFSF4;CTLA4
GO_Biological_Process_2021,"positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation (GO:0032831)",5/5,0.0096938008231851,0.9999966283034052,0,0,60430.0,280169.7168261977,IFNG;HLA-DRA;LGALS9;FOXP3;HLA-DRB1
GO_Biological_Process_2021,positive regulation of gamma-delta T cell activation (GO:0046645),5/5,0.0096938008231851,0.9999966283034052,0,0,60430.0,280169.7168261977,LEF1;LILRB1;NCKAP1L;NOD2;SOX4
GO_Biological_Process_2021,positive regulation of neutrophil extravasation (GO:2000391),5/5,0.0096938008231851,0.9999966283034052,0,0,60430.0,280169.7168261977,RIPOR2;MDK;ADAM8;CD99;XG
GO_Biological_Process_2021,postsynaptic density protein 95 clustering (GO:0097119),5/5,0.0096938008231851,0.9999966283034052,0,0,60430.0,280169.7168261977,NLGN1;NLGN2;NRXN1;LRRC4;NRXN2
GO_Biological_Process_2021,regulation of dendritic cell cytokine production (GO:0002730),5/5,0.0096938008231851,0.9999966283034052,0,0,60430.0,280169.7168261977,CLEC7A;KIT;PLCG2;JAK3;SCIMP
GO_Biological_Process_2021,cell differentiation involved in metanephros development (GO:0072202),8/10,0.011391596040649,0.9999966283034052,0,0,6.113837591702504,27.358685801468216,BMP4;SALL1;STAT1;OSR1;SIX2;PAX2;POU3F3;WNT4
GO_Biological_Process_2021,defense response to tumor cell (GO:0002357),8/10,0.011391596040649,0.9999966283034052,0,0,6.113837591702504,27.358685801468216,PLK5;ABI3;DAPK1;LAPTM5;PRF1;DLEC1;KLF4;RBMS3
GO_Biological_Process_2021,regulation of cell-cell adhesion mediated by integrin (GO:0033632),8/10,0.011391596040649,0.9999966283034052,0,0,6.113837591702504,27.358685801468216,DPP4;PODXL;CCL5;CD3E;CXCL13;ADA;SKAP1;FERMT3
GO_Biological_Process_2021,regulation of memory T cell differentiation (GO:0043380),8/10,0.011391596040649,0.9999966283034052,0,0,6.113837591702504,27.358685801468216,IFNL1;IL23A;TNFSF4;HLA-DRA;IL12B;IL12RB1;PCK1;HLA-DRB1
GO_Biological_Process_2021,positive regulation of morphogenesis of an epithelium (GO:1905332),15/23,0.0114142601831467,0.9999966283034052,0,0,2.8669768325104443,12.823677199439604,WNT5B;EGF;PIK3CD;SIX1;FGF2;AGT;PAX2;BMP4;LBX2;SIX4;SMO;MDK;LHX1;ITGAX;SOX9
GO_Biological_Process_2021,negative regulation of T cell proliferation (GO:0042130),21/35,0.0114920273200163,0.9999966283034052,0,0,2.2941847206385404,10.246062419894884,CD86;IL10;CD274;PRNP;CEBPB;PLA2G2D;CR1;BTN2A2;CD80;CRTAM;SFTPD;LILRB1;VTCN1;PDCD1LG2;FOXP3;LILRB4;SPN;IL4I1;LGALS9;HLA-DRB1;TNFRSF21
GO_Biological_Process_2021,antigen processing and presentation of endogenous peptide antigen (GO:0002483),10/14,0.0160653864924633,0.9999966283034052,0,0,3.821482793522267,15.786882584348657,AZGP1;ERAP2;ERAP1;TAP2;TAP1;HLA-DRA;HLA-A;HLA-F;B2M;HLA-DRB1
GO_Biological_Process_2021,basement membrane organization (GO:0071711),11/16,0.0174794174125012,0.9999966283034052,0,0,3.363052005567506,13.609367606333455,NTNG2;RAMP2;LAMB3;CMA1;LAMB2;HPN;LAMB4;PXDN;NTN4;NID1;CTSS
GO_Biological_Process_2021,negative regulation of natural killer cell mediated cytotoxicity (GO:0045953),11/16,0.0174794174125012,0.9999966283034052,0,0,3.363052005567506,13.609367606333455,SERPINB4;CLEC12B;HLA-B;LILRB1;SERPINB9;KLRD1;HLA-A;KLRC1;LGALS9;HLA-F;KIR2DL4
GO_Biological_Process_2021,epithelial cell differentiation involved in kidney development (GO:0035850),6/7,0.0177412306136272,0.9999966283034052,0,0,9.169195751138089,36.96894966270322,BMP4;MEF2C;SALL1;SIX2;MTSS1;PAX2
GO_Biological_Process_2021,keratinocyte proliferation (GO:0043616),6/7,0.0177412306136272,0.9999966283034052,0,0,9.169195751138089,36.96894966270322,FERMT1;SDR16C5;KRT2;CDH13;WNT16;KLK8
GO_Biological_Process_2021,release of sequestered calcium ion into cytosol by endoplasmic reticulum (GO:1903514),6/7,0.0177412306136272,0.9999966283034052,0,0,9.169195751138089,36.96894966270322,RYR1;RYR2;FASLG;CCR5;NOL3;TRDN
GO_Biological_Process_2021,cardiac muscle contraction (GO:0060048),20/34,0.0179256506030666,0.9999966283034052,0,0,2.184661044554635,8.785663758134126,MYLK2;RYR2;GSN;TPM1;ATP1A2;SLC8A1;TTN;KCNQ1;TNNT2;MYL3;TNNI1;TNNI2;TCAP;DMD;TNNI3;SCN3B;SCN4B;SCN1B;MYH6;SCN2B
GO_Biological_Process_2021,regulation of activated T cell proliferation (GO:0046006),20/34,0.0179256506030666,0.9999966283034052,0,0,2.184661044554635,8.785663758134126,CD274;PRNP;BTN2A2;RIPK3;HHLA2;CRTAM;IGFBP2;IGF2;IL18;PDCD1LG2;FOXP3;LILRB4;IL2;TMIGD2;IL23A;IL12B;LGALS9;IL12RB1;CD24;IDO1
GO_Biological_Process_2021,T cell migration (GO:0072678),12/18,0.0184330057055531,0.9999966283034052,0,0,3.0574538091622374,12.21028554540663,SLC12A2;CXCL10;ZAP70;CXCL11;GPR183;MSN;PIK3CD;CCR6;PIK3CG;CD99;XG;MYO1G
GO_Biological_Process_2021,regulation of natural killer cell mediated cytotoxicity (GO:0042269),18/30,0.018781515892029,0.9999966283034052,0,0,2.293693009118541,9.11715926198188,IL21;KLRC2;CLEC12B;CRTAM;LILRB1;HLA-F;RASGRP1;KIR2DL4;NCR1;NCR3;KLRK1;LAMP1;LEP;SLAMF6;CD226;KLRD1;KLRC1;LGALS9
GO_Biological_Process_2021,positive regulation of epidermal cell differentiation (GO:0045606),13/20,0.0190232875017229,0.9999966283034052,0,0,2.8391885294808974,11.249124433874936,MED1;FOXC1;PRKCH;NCOA3;KDF1;ETV4;PLAAT4;BMP4;SULT2B1;CYP27B1;SFRP4;ZBED2;SFN
GO_Biological_Process_2021,regulation of lymphocyte differentiation (GO:0045619),13/20,0.0190232875017229,0.9999966283034052,0,0,2.8391885294808974,11.249124433874936,ZNF683;PRKDC;FCRL3;CRTAM;SPINK5;PRDM1;IKZF3;CD2;IL4I1;TBX21;SLAMF8;NCKAP1L;CCR2
GO_Biological_Process_2021,regulation of calcium-mediated signaling (GO:0050848),17/28,0.0191039719418048,0.9999966283034052,0,0,2.3630953066181632,9.352798051923804,TRAT1;LRRK2;PLEK;SLA2;SLC8A2;BST1;GPR143;P2RX5;CLEC7A;CCL4;PLCG2;RGN;CDH13;MAPT;GBP1;CD22;CMKLR1
GO_Biological_Process_2021,sarcomere organization (GO:0045214),17/28,0.0191039719418048,0.9999966283034052,0,0,2.3630953066181632,9.352798051923804,FHOD3;BMP10;TPM1;MYLK3;MYOM2;TTN;CSRP2;CSRP1;SIX4;SYNPO2L;TNNT1;TNNT2;TNNT3;TCAP;CASQ1;MYOZ1;MYH6
GO_Biological_Process_2021,negative regulation of B cell activation (GO:0050869),14/22,0.019329018185748,0.9999966283034052,0,0,2.675506329113924,10.557943359149236,BLK;IL10;TNFRSF13B;LAPTM5;TNFAIP3;INHBA;SAMSN1;SFRP1;BANK1;CTLA4;ATM;MNDA;INHA;TNFRSF21
GO_Biological_Process_2021,basement membrane assembly (GO:0070831),7/9,0.0234513057730015,0.9999966283034052,0,0,5.348931326672568,20.073625149242943,NTNG2;RAMP2;LAMB3;LAMB2;LAMB4;PXDN;NTN4
GO_Biological_Process_2021,positive regulation of memory T cell differentiation (GO:0043382),7/9,0.0234513057730015,0.9999966283034052,0,0,5.348931326672568,20.073625149242943,IL23A;TNFSF4;HLA-DRA;IL12B;IL12RB1;PCK1;HLA-DRB1
GO_Biological_Process_2021,"regulation of complement activation, classical pathway (GO:0030450)",7/9,0.0234513057730015,0.9999966283034052,0,0,5.348931326672568,20.073625149242943,CR2;CR1;CR1L;SUSD4;C4BPA;C4BPB;CD55
GO_Biological_Process_2021,negative regulation of lymphocyte proliferation (GO:0050672),22/39,0.0245032596221523,0.9999966283034052,0,0,1.979055484332608,7.340216105911043,BLK;CD86;IL10;CD274;CEBPB;PLA2G2D;CR1;TNFRSF13B;CD80;SFTPD;LILRB1;VTCN1;PDCD1LG2;FOXP3;LILRB4;SPN;IL4I1;CTLA4;ATM;MNDA;HLA-DRB1;TNFRSF21
GO_Biological_Process_2021,cellular response to interferon-gamma (GO:0071346),59/121,0.0246475065882863,0.9999966283034052,0,0,1.456676454282253,5.394188768738433,CIITA;AQP4;IFI30;CX3CL1;OASL;MT2A;LGALS9;JAK2;B2M;TRIM22;HLA-DPA1;GBP6;GBP5;DAPK1;HLA-B;HLA-C;HLA-A;HLA-F;MID1;IFNG;OAS1;IRF4;OAS2;IRF1;OAS3;XCL2;IRF8;XCL1;IRF5;IRF6;HLA-DQB2;IRF9;HLA-DQB1;CCL14;SP100;CCL11;PTAFR;CCL5;CCL4;NCAM1;CCL19;FCGR1A;GBP2;IL12RB1;HLA-DQA2;GBP1;HLA-DQA1;GBP4;GBP3;CCL25;CCL24;HLA-DRB5;VCAM1;STAT1;EPRS1;HLA-DPB1;HLA-DRA;TRIM31;HLA-DRB1
GO_Biological_Process_2021,T cell activation (GO:0042110),46/92,0.0268925040364299,0.9999966283034052,0,0,1.5302491103202849,5.533239528014735,ITK;CHD7;PIK3CD;CD3G;PTPN22;NLRC3;CD3E;SLA2;RASGRP1;PIK3CG;DLL4;DPP4;CASP8;MDK;CLEC7A;LEPR;CCR7;CCL19;SOX4;MICB;JAG2;CD74;CXADR;CRTAM;RHOH;MSN;FOXP3;IL2;CD2;ZAP70;CD4;PTPRC;CD8B;JAML;CD8A;IRF4;LCK;LEP;TNFSF4;KIT;CD7;TREML2;CD28;F2RL1;LCP1;ADA
GO_Biological_Process_2021,negative regulation of activated T cell proliferation (GO:0046007),8/11,0.0272922257747545,0.9999966283034052,0,0,4.075554431233663,14.676696645983666,CD274;PRNP;BTN2A2;CRTAM;LGALS9;PDCD1LG2;FOXP3;LILRB4
GO_Biological_Process_2021,negative regulation of steroid biosynthetic process (GO:0010894),8/11,0.0272922257747545,0.9999966283034052,0,0,4.075554431233663,14.676696645983666,FGF19;GFI1;SNAI1;SNAI2;NR0B1;PROX1;BMP5;WNT4
GO_Biological_Process_2021,positive regulation of dendrite development (GO:1900006),8/11,0.0272922257747545,0.9999966283034052,0,0,4.075554431233663,14.676696645983666,ALK;COBL;PTN;VLDLR;BMP7;LRP8;BMP5;PACSIN1
GO_Biological_Process_2021,"regulation of CD4-positive, alpha-beta T cell proliferation (GO:2000561)",8/11,0.0272922257747545,0.9999966283034052,0,0,4.075554431233663,14.676696645983666,CD274;CD81;XCL1;LGALS9;LGALS7;CD55;LGALS9C;LGALS9B
GO_Biological_Process_2021,regulation of interleukin-10 production (GO:0032653),26/48,0.0284027700726429,0.9999966283034052,0,0,1.807486631016043,6.4369453854074665,CD274;NOD2;DLL1;INAVA;CLEC7A;PLCG2;IL12B;LGALS9;TIGIT;CD34;JAK3;SYK;TSLP;LILRB1;PDCD1LG2;FOXP3;LILRB4;CD40LG;IL23A;IRF4;TNFSF4;CD28;F2RL1;XCL1;HLA-DRB1;TNFRSF21
GO_Biological_Process_2021,lymphocyte mediated immunity (GO:0002449),9/13,0.0297584868140463,0.9999966283034052,0,0,3.438899430740038,12.086496647393236,KLRC2;MSH2;CD8A;BTN3A3;KLRD1;BTN3A2;SLA2;CD55;MYO1G
GO_Biological_Process_2021,"positive regulation of CD4-positive, alpha-beta T cell activation (GO:2000516)",9/13,0.0297584868140463,0.9999966283034052,0,0,3.438899430740038,12.086496647393236,CD81;TNFSF4;HLA-DRA;XCL1;NCKAP1L;PRKCQ;LGALS9;CD55;HLA-DRB1
GO_Biological_Process_2021,peptide catabolic process (GO:0043171),15/25,0.0310189489094041,0.9999966283034052,0,0,2.293201671097607,7.964649450361993,GGT5;ACE;ERAP2;CPQ;LVRN;ERAP1;ECE1;LNPEP;TRHDE;NPEPPS;ANPEP;DPEP1;CHAC2;CHAC1;GGT1
GO_Biological_Process_2021,regulation of epidermal cell differentiation (GO:0045604),15/25,0.0310189489094041,0.9999966283034052,0,0,2.293201671097607,7.964649450361993,ERRFI1;SERPINB13;KDF1;CTSV;ABCA12;AQP3;DLL1;SGPP1;BMP4;SULT2B1;SFRP4;ZFP36;CTSK;MAFF;SFN
GO_Biological_Process_2021,regulation of branching involved in ureteric bud morphogenesis (GO:0090189),10/15,0.031230147940733,0.9999966283034052,0,0,3.056933198380567,10.596465720590423,BMP4;SIX4;SMO;LHX1;SIX2;TACSTD2;SIX1;SOX9;AGT;PAX2
GO_Biological_Process_2021,ear morphogenesis (GO:0042471),14/23,0.0316408790104398,0.9999966283034052,0,0,2.37803094233474,8.212066987161462,TFAP2A;OSR1;CHD7;SIX1;TWIST1;PAX2;TMIE;TIFAB;DCANP1;GSC;ZIC1;EPHB2;FGFR2;ATP6V1B1
