query,_id,_score,symbol,notfound
101927186,101927186,27.651289,ADGRL3-AS1,
105377256,105377256,27.651525,LINC02835,
26228,26228,27.651525,STAP1,
7367,7367,26.859509,UGT2B17,
7364,7364,26.859509,UGT2B7,
105377267,105377267,27.651411,UGT2B11-AS1,
10720,10720,26.85963,UGT2B11,
54490,54490,26.859749,UGT2B28,
27284,27284,26.858898,SULT1B1,
54959,54959,26.858898,ODAM,
260436,260436,27.651525,FDCSP,
10879,10879,26.85963,SMR3B,
58503,58503,26.858898,OPRPN,
10117,10117,27.650675,ENAM,
1633,1633,26.859749,DCK,
112268467,112268467,27.651411,COX18-DT,
174,174,26.85718,AFP,
5197,5197,26.859694,PF4V1,
2921,2921,26.85963,CXCL3,
2920,2920,26.859749,CXCL2,
105377283,105377283,27.651474,LINC02562,
100506253,100506253,27.651474,LOC100506253,
8999,8999,27.651474,CDKL2,
9908,9908,26.338165,G3BP2,
101928809,101928809,27.651411,SDAD1-AS1,
4283,4283,26.858898,CXCL9,
3627,3627,26.337494,CXCL10,
6373,6373,26.859749,CXCL11,
57619,57619,27.64896,SHROOM3,
105377295,105377295,27.651525,LOC105377295,
10563,10563,26.859024,CXCL13,
105377296,105377296,27.650675,CXCL13-AS1,
246175,246175,26.337494,CNOT6L,
306,306,26.859694,ANXA3,
101928893,101928893,27.650675,LOC101928893,
100505875,100505875,27.651525,LINC01088,
100506035,100506035,27.650805,LINC00989,
105377303,105377303,27.651289,PRDM8-AS1,
5593,5593,26.859509,PRKG2,
105377310,105377310,27.651289,TMEM150C-AS1,
106633808,106633808,27.64896,SNORD143,
106633809,106633809,27.64896,SNORD144,
132660,132660,26.85718,LIN54,
51316,51316,26.85963,PLAC8,
10855,10855,26.858898,HPSE,
102723338,102723338,27.651525,CDS1-AS1,
404201,404201,27.651289,WDFY3-AS2,
5602,5602,26.859509,MAPK10,
345275,345275,27.651289,HSD17B13,
3381,3381,26.859024,IBSP,
9429,9429,26.337978,ABCG2,
152926,152926,26.85718,PPM1K,
55008,55008,26.859509,HERC6,
102723458,102723458,27.651411,HERC5-AS1,
51191,51191,27.651411,HERC5,
8916,8916,26.85963,HERC3,
266812,266812,27.651474,NAP1L5,
105377327,105377327,27.651411,LOC105377327,
285513,285513,27.651411,GPRIN3,
6622,6622,26.85963,SNCA,
27306,27306,26.338165,HPGDS,
100507012,100507012,27.650675,BMPR1B-DT,
658,658,26.859749,BMPR1B,
8633,8633,26.859509,UNC5C,
105377340,105377340,27.651289,LOC105377340,
100507053,100507053,27.650675,LOC100507053,
127,127,26.859024,ADH4,
130,130,26.85718,ADH6,
124,124,26.85718,ADH1A,
125,125,26.338215,ADH1B,
126,126,26.337978,ADH1C,
4547,4547,26.858898,MTTP,
27071,27071,26.859024,DAPP1,
79982,79982,26.859749,DNAJB14,
51705,51705,27.651289,EMCN,
90024,90024,27.64896,PPP3CA-DT,
55024,55024,27.651525,BANK1,
105377621,105377621,27.651289,NFKB1-AS1,
105377347,105377347,27.64896,NFKB1-AS2,
150159,150159,26.858898,SLC9B1,
56898,56898,25.947956,BDH2,
1062,1062,26.337494,CENPE,
6870,6870,25.947956,TACR3,
54848,54848,27.650805,ARHGEF38,
166929,166929,26.859024,SGMS2,
107986298,107986298,27.651474,LOC107986298,
51176,51176,26.337494,LEF1,
641518,641518,27.650805,LEF1-AS1,
285456,285456,27.651474,RPL34-DT,
6164,6164,26.859749,RPL34,
84570,84570,26.859749,COL25A1,
1950,1950,26.338215,EGF,
107986303,,,,True
107986304,,,,True
63973,63973,26.85718,NEUROG2,
55345,55345,26.85718,ZGRF1,
105377375,105377375,27.64896,LOC105377375,
79642,79642,27.651289,ARSJ,
105377379,105377379,27.651289,LOC105377379,
100093630,100093630,27.651289,SNHG8,
8492,8492,26.859509,PRSS12,
645455,645455,8.91981,CEP170P1,
8654,8654,26.859694,PDE5A,
4085,4085,26.85963,MAD2L1,
79625,79625,26.85963,NDNF,
79931,79931,26.858898,TNIP3,
84109,84109,27.650675,QRFPR,
132332,132332,27.650675,SMIM43,
100192379,100192379,27.651411,PP12613,
890,890,26.859509,CCNA2,
7222,7222,26.859509,TRPC3,
3558,3558,26.859694,IL2,
59067,59067,25.947956,IL21,
100996941,100996941,27.650805,IL21-AS1,
2247,2247,26.859024,FGF2,
11162,11162,27.650805,NUDT6,
166378,166378,26.859024,AFG2A,
107986311,107986311,27.650805,LINC02435,
285419,285419,27.650805,LINC01091,
102724210,102724210,27.650805,LOC102724210,
107986312,107986312,27.650805,LOC107986312,
105377413,,,,True
10733,10733,26.858898,PLK4,
100507487,100507487,27.651289,LINC02615,
101927282,101927282,27.651289,LINC02466,
105377428,105377428,27.651289,LOC105377428,
57575,57575,26.858898,PCDH10,
100507528,100507528,27.650675,LINC00613,
105377441,105377441,27.650675,LINC02511,
23657,23657,26.858898,SLC7A11,
105377448,105377448,27.650675,LOC105377448,
84709,84709,27.650675,MGARP,
1047,1047,27.651474,CLGN,
644962,644962,8.919771,TNRC18P1,
57484,57484,26.85718,RNF150,
3600,3600,26.85718,IL15,
101927613,101927613,27.651474,INPP4B-AS1,
105377623,105377623,27.651474,USP38-DT,
84640,84640,27.651289,USP38,
100128055,100128055,27.651289,SMARCA5-AS1,
646576,646576,27.651289,HHIP-AS1,
64399,64399,26.85963,HHIP,
105377468,105377468,27.651411,LOC105377468,
1909,1909,26.338097,EDNRA,
105377478,,,,True
107986195,107986195,27.651474,NR3C2-DT,
105377481,105377481,27.651474,LOC105377481,
987,987,27.651411,LRBA,
6189,6189,26.85963,RPS3A,
152503,152503,27.651411,SH3D19,
100996286,100996286,27.651525,LINC02273,
105377492,105377492,27.651474,LOC105377492,
102191832,102191832,27.650675,FBXW7-AS1,
201799,201799,27.651289,TMEM154,
84057,84057,27.650675,MND1,
285533,285533,27.651411,RNF175,
6423,6423,26.335646,SFRP2,
54798,54798,26.85718,DCHS2,
9227,9227,26.85963,LRAT,
4887,4887,26.85718,NPY2R,
107986321,107986321,27.64896,NPY2R-AS1,
6999,6999,26.858898,TDO2,
2743,2743,26.85718,GLRB,
2891,2891,26.859509,GRIA2,
112268471,,,,True
101928081,101928081,27.64896,NAF1-AS1,
4889,4889,26.85718,NPY5R,
55016,55016,27.651411,MARCHF1,
100505989,100505989,27.651411,SMIM31,
100506013,100506013,27.651411,APELA,
391712,391712,27.650675,TRIM61,
1363,1363,26.85963,CPE,
11199,11199,27.650805,ANXA10,
105377524,105377524,27.650805,ANXA10-AS1,
55601,55601,27.651411,DDX60,
91351,91351,27.651474,DDX60L,
105377530,105377530,27.64896,LOC105377530,
100506085,100506085,27.64896,LINC02275,
9848,9848,27.651474,MFAP3L,
51166,51166,26.338165,AADAT,
107986326,107986326,27.650675,LOC107986326,
442117,442117,26.85963,GALNTL6,
3148,3148,26.338215,HMGB2,
101928383,,,,True
11341,11341,27.650675,SCRG1,
112268474,112268474,27.651411,SCRG1-AS1,
9464,9464,26.338097,HAND2,
79804,79804,27.651525,HAND2-AS1,
3248,3248,26.859749,HPGD,
105377551,105377551,27.650805,LOC105377551,
8001,8001,26.859694,GLRA3,
101928551,101928551,27.650805,LOC101928551,
11086,11086,27.650675,ADAM29,
105377552,105377552,27.651474,LOC105377552,
116966,116966,27.651411,WDR17,
132851,132851,27.651411,SPATA4,
7424,7424,26.85963,VEGFC,
55247,55247,26.85963,NEIL3,
285500,285500,27.651411,AGA-DT,
152641,152641,27.650805,WWC2-AS2,
53842,53842,26.859509,CLDN22,
105377581,105377581,27.651289,LOC105377581,
56977,56977,27.651289,STOX2,
133121,133121,26.859024,ENPP6,
102723766,102723766,27.650805,LINC02362,
107986206,,,,True
353322,353322,27.651474,ANKRD37,
441054,441054,27.651474,CFAP96,
256309,256309,27.651474,CCDC110,
105377590,105377590,27.651474,CCDC110-AS1,
27295,27295,27.651474,PDLIM3,
8470,8470,27.651525,SORBS2,
25854,25854,27.650675,FAM149A,
102723906,102723906,27.650805,LOC102723906,
107986335,107986335,27.650675,LOC107986335,
339975,339975,27.651289,LOC339975,
102723920,102723920,27.651411,LINC02515,
401164,401164,27.651411,LINC01060,
100874392,100874392,8.91902,ANKRD20A12P,
153478,153478,27.64896,PLEKHG4B,
389257,389257,27.64896,LRRC14B,
116349,116349,27.64896,EXOC3-AS1,
6550,6550,26.85963,SLC9A3,
25845,25845,27.651525,SLC9A3-OT1,
100288152,100288152,27.651289,SLC9A3-AS1,
11076,11076,27.651289,TPPP,
101929898,101929898,27.650675,TPPP-AS1,
653082,653082,27.650675,ZDHHC11B,
101928768,,,,True
79844,79844,27.650805,ZDHHC11,
85409,85409,26.85963,NKD2,
105374612,,,,True
107986396,107986396,27.651411,LOC107986396,
7015,7015,26.337494,TERT,
6531,6531,25.947956,SLC6A3,
101929003,101929003,27.64896,LOC101929003,
50805,50805,27.650805,IRX4,
101929056,101929056,27.650675,IRX4-AS1,
112267929,,,,True
112267947,,,,True
105374616,,,,True
105374618,105374618,27.650805,LOC105374618,
107986398,,,,True
153572,153572,27.651525,IRX2,
153571,153571,27.651411,IRX2-DT,
285577,285577,27.651411,LINC01019,
79192,79192,27.651474,IRX1,
107986399,107986399,27.651411,LOC107986399,
170690,170690,27.651525,ADAMTS16,
105374636,105374636,27.651289,LOC105374636,
401172,401172,27.64896,LINC02145,
108,108,26.859694,ADCY2,
134121,134121,27.650805,CFAP90,
100505806,100505806,27.651411,SNHG18,
100113384,100113384,27.650805,SNORD123,
101929977,101929977,26.859694,MARCHF6-DT,
113218502,113218502,27.651289,MIR10397,
651746,651746,27.650675,ANKRD33B,
1611,1611,26.85718,DAP,
105374654,105374654,27.651411,CTNND2-AS1,
105374655,105374655,27.651525,LOC105374655,
404663,404663,27.651525,LINC01194,
106635684,106635684,27.651474,SNORD141B,
441061,441061,27.650805,MARCHF11,
4651,4651,26.337494,MYO10,
107986408,107986408,27.650805,LINC02100,
1010,1010,26.859694,CDH12,
439936,439936,27.651474,LINC02899,
105374694,105374694,27.64896,LINC02228,
643401,643401,27.650675,PURPL,
101929660,101929660,27.650675,LINC02109,
23037,23037,27.651525,PDZD2,
4883,4883,27.650805,NPR3,
105374724,105374724,27.650805,LOC105374724,
3575,3575,26.859509,IL7R,
167127,167127,26.337978,UGT3A2,
92255,92255,27.651525,LMBRD2,
6502,6502,26.85963,SKP2,
202151,202151,27.651411,RANBP3L,
6507,6507,26.85718,SLC1A3,
107986413,,,,True
107986412,107986412,27.650805,SLC1A3-AS1,
9631,9631,26.859749,NUP155,
100861519,100861519,27.64896,GDNF-AS1,
133584,133584,26.338097,EGFLAM,
105374732,,,,True
3977,3977,26.337978,LIFR,
105374735,105374735,27.651525,LOC105374735,
105374733,,,,True
2533,2533,26.859694,FYB1,
101926940,101926940,27.651289,LINC02104,
345557,345557,27.651474,PLCXD3,
100874002,100874002,27.651474,OXCT1-AS1,
101926960,101926960,27.651411,LINC02996,
2690,2690,26.85963,GHR,
105374745,105374745,27.651525,LOC105374745,
643977,643977,27.651474,FLJ32255,
105374746,105374746,27.651474,LOC105374746,
105374748,105374748,27.650675,LOC105374748,
389289,389289,27.650675,ANXA2R,
153684,153684,27.651411,ANXA2R-AS1,
56477,56477,26.859694,CCL28,
105374749,105374749,27.650805,C5orf34-AS1,
100652772,100652772,27.651525,NNT-AS1,
23530,23530,26.337494,NNT,
2255,2255,26.85963,FGF10,
101927075,101927075,27.650805,FGF10-AS1,
102723839,102723839,27.650805,LINC02224,
100506674,100506674,27.651289,MRPS30-DT,
10884,10884,27.64896,MRPS30,
348980,348980,26.85718,HCN1,
133418,133418,27.64896,EMB,
79668,79668,26.859509,PARP8,
105378963,,,,True
105378964,,,,True
3673,3673,26.338165,ITGA2,
107986380,107986380,27.651411,LOC107986380,
10468,10468,26.85963,FST,
102467080,102467080,27.651411,LINC02998,
11082,11082,26.85963,ESM1,
102467081,102467081,27.650805,GZMK-AS1,
3003,3003,27.650675,GZMK,
3001,3001,27.650675,GZMA,
345643,345643,26.859509,MCIDAS,
10309,10309,26.338215,CCNO,
133396,133396,26.338165,IL31RA,
3572,3572,26.338215,IL6ST,
79722,79722,27.651411,ANKRD55,
101928419,101928419,27.651474,LOC101928419,
101928448,101928448,27.651474,C5orf67,
105378980,105378980,27.651289,LOC105378980,
102724122,102724122,27.651289,RMEL3,
100996645,100996645,27.651525,LNCBRM,
105378984,105378984,27.650675,LOC105378984,
10769,10769,26.858898,PLK2,
202309,202309,27.651411,GAPT,
25859,25859,27.651474,PART1,
55789,55789,27.651411,DEPDC1B,
91942,91942,26.85718,NDUFAF2,
101928630,101928630,27.651411,SMIM15-AS1,
3796,3796,26.338165,KIF2A,
100130733,100130733,27.651474,LRRC70,
285671,285671,27.650805,RNF180,
401190,401190,27.650805,RGS7BP,
100132916,100132916,27.651525,SHISAL2B,
64105,64105,26.859024,CENPK,
54557,54557,27.650805,SGTB,
4064,4064,26.859749,CD180,
105379011,105379011,27.651474,LOC105379011,
105379010,105379010,27.650805,LOC105379010,
891,891,26.858898,CCNB1,
107986372,107986372,27.651525,LOC107986372,
4131,4131,26.859694,MAP1B,
134285,134285,27.651289,TMEM171,
105379031,105379031,27.64896,LOC105379031,
64283,64283,26.85963,ARHGEF28,
26049,26049,27.651474,FAM169A,
51301,51301,26.338165,GCNT4,
728780,728780,27.651411,ANKDD1B,
22987,22987,26.338097,SV2C,
2150,2150,26.85718,F2RL1,
411,411,26.859509,ARSB,
23743,23743,26.859509,BHMT2,
101929215,101929215,27.650805,THBS4-AS1,
167555,167555,27.651525,FAM151B,
340120,340120,27.651525,ANKRD34B,
105379061,105379061,27.651525,LOC105379061,
105379062,105379062,27.651289,LOC105379062,
285622,285622,8.919771,NBPF22P,
105379064,105379064,27.64896,LOC105379064,
109729137,109729137,27.650805,MEF2C-AS2,
4208,4208,26.85718,MEF2C,
107986361,,,,True
102724637,102724637,27.650675,LOC102724637,
153364,153364,27.651525,MBLAC2,
116068,116068,27.651525,LYSMD3,
100505994,100505994,27.650675,LUCAT1,
105379082,105379082,27.650805,LOC105379082,
441094,441094,27.650805,NR2F1-AS1,
7025,7025,26.85963,NR2F1,
84250,84250,26.859509,SLF1,
153643,153643,27.651411,FAM81B,
9652,9652,26.337494,SKIC3,
202299,202299,27.651474,LINC01554,
107984114,,,,True
5122,5122,26.337494,PCSK1,
51752,51752,26.859694,ERAP1,
102724748,,,,True
64167,64167,26.85718,ERAP2,
4012,4012,26.858898,LNPEP,
101926893,101926893,27.650675,LIX1-AS1,
167410,167410,26.859694,LIX1,
7903,7903,26.85718,ST8SIA4,
107986437,107986437,27.651474,ST8SIA4-DT,
133482,133482,27.651411,SLCO6A1,
285708,285708,27.651411,LINC00491,
107986389,107986389,27.651411,NIHCOLE,
1946,1946,26.859509,EFNA5,
642987,642987,27.651289,TMEM232,
85480,85480,26.859509,TSLP,
814,814,26.859749,CAMK4,
134429,134429,26.85963,STARD4,
114915,114915,27.651474,EPB41L4A-AS1,
64848,64848,27.651474,YTHDC2,
3781,3781,26.859694,KCNN2,
100302736,100302736,27.651474,TMED7-TICAM2,
353376,353376,26.337978,TICAM2,
1036,1036,26.859509,CDO1,
107986443,107986443,27.64896,LINCADL,
206338,206338,27.651474,LVRN,
57556,57556,26.337494,SEMA6A,
728342,728342,27.650675,LINC00992,
100422885,100422885,27.650675,MIR1244-2,
1657,1657,26.337978,DMXL1,
25816,25816,27.651289,TNFAIP8,
105379149,105379149,27.651474,LOC105379149,
94033,94033,26.859749,FTMT,
153443,153443,26.859509,SRFBP1,
9627,9627,26.85718,SNCAIP,
153163,153163,27.651411,SNCAIP-AS3,
105379152,105379152,27.651289,PRDM6-AS1,
93166,93166,27.651525,PRDM6,
57507,57507,27.651289,ZNF608,
101927421,101927421,27.651289,LOC101927421,
65983,65983,27.651411,GRAMD2B,
501,501,26.85963,ALDH7A1,
4001,4001,26.85718,LMNB1,
105379163,105379163,27.650675,MARCHF3-DT,
728586,728586,27.651474,CCDC192,
6558,6558,25.947956,SLC12A2,
107986449,107986449,27.64896,LOC107986449,
56990,56990,27.651474,CDC42SE2,
51735,51735,27.651474,RAPGEF6,
23305,23305,26.859024,ACSL6,
100861518,100861518,27.651411,P4HA2-AS1,
8572,8572,27.650675,PDLIM4,
6583,6583,26.337494,SLC22A4,
102723741,102723741,27.64896,LINC02863,
3659,3659,26.859749,IRF1,
134549,134549,27.650675,SHROOM1,
105379182,105379182,27.651289,LOC105379182,
105379183,105379183,27.651411,C5orf15-DT,
100500905,100500905,27.651474,MIR3661,
10802,10802,26.85718,SEC24A,
107986452,,,,True
140947,140947,27.650805,DCANP1,
497189,497189,27.64896,TIFAB,
9547,9547,27.651289,CXCL14,
153328,153328,27.651289,SLC25A48,
105379189,105379189,27.651289,LOC105379189,
107986369,,,,True
107986368,107986368,27.651474,LOC107986368,
101928005,101928005,27.651411,PKD2L2-DT,
9499,9499,26.85963,MYOT,
10112,10112,26.859749,KIF20A,
995,995,26.85963,CDC25C,
1958,1958,26.859024,EGR1,
26785,26785,27.651525,SNORD63,
105379193,105379193,27.651474,HSPA9-AS1,
724102,724102,27.650805,SNHG4,
51247,51247,27.64896,PAIP2,
9963,9963,26.85718,SLC23A1,
51237,51237,26.85718,MZB1,
389333,389333,27.64896,PROB1,
202051,202051,27.650675,SPATA24,
641700,641700,27.650675,ECSCR,
111064649,111064649,27.651525,SMIM33,
84249,84249,27.651411,PSD2,
100500820,100500820,27.650805,MIR3655,
56144,56144,27.650675,PCDHA4,
56141,56141,27.650675,PCDHA7,
56134,56134,27.651525,PCDHAC2,
56129,56129,27.651525,PCDHB7,
56123,56123,27.650805,PCDHB13,
56121,56121,27.650805,PCDHB15,
9708,9708,26.85963,PCDHGA8,
56099,56099,26.859694,PCDHGB7,
56120,56120,8.91981,PCDHGB8P,
56098,56098,27.651474,PCDHGC4,
64411,64411,26.859509,ARAP3,
729080,729080,8.919771,GCSHP7,
107986455,107986455,27.651289,LOC107986455,
2246,2246,26.859509,FGF1,
101926975,101926975,27.651411,LINC01844,
153768,153768,27.651289,PRELID2,
107986458,107986458,27.651474,LOC107986458,
153769,153769,27.650805,SH3RF2,
153469,153469,27.650805,JAKMIP2-AS1,
9832,9832,27.651474,JAKMIP2,
6690,6690,26.859749,SPINK1,
11005,11005,27.650675,SPINK5,
79628,79628,26.859509,SH3TC2,
22885,22885,26.859509,ABLIM3,
106144529,106144529,27.651289,GRPEL2-AS1,
27190,27190,27.650675,IL17B,
728264,728264,27.650675,CARMN,
389337,389337,27.64896,ARHGEF37,
1836,1836,26.85718,SLC26A2,
5159,5159,26.85718,PDGFRB,
1044,1044,27.651474,CDX1,
972,972,26.859694,CD74,
3340,3340,26.859509,NDST1,
11346,11346,27.651411,SYNPO,
91977,91977,26.858898,MYOZ3,
85027,85027,27.651474,SMIM3,
345611,345611,27.651411,IRGM,
134466,134466,8.919573,ZNF300P1,
2878,2878,26.859509,GPX3,
107986463,107986463,27.651289,LOC107986463,
105378230,105378230,27.651289,LOC105378230,
206358,206358,26.85963,SLC36A1,
2196,2196,27.650675,FAT2,
2890,2890,26.337366,GRIA1,
386627,386627,27.650675,SAP30L-AS1,
153743,153743,27.651474,PPP1R2B,
91937,91937,26.85963,TIMD4,
26762,26762,26.338165,HAVCR1,
84868,84868,26.859749,HAVCR2,
3702,3702,26.85963,ITK,
26999,26999,26.859509,CYFIP2,
408263,408263,27.651289,FNDC9,
348938,348938,27.651411,NIPAL4,
8728,8728,26.859694,ADAM19,
105377675,105377675,27.651474,LOC105377675,
1879,1879,26.85718,EBF1,
107986467,107986467,27.651525,LOC107986467,
3593,3593,26.85718,IL12B,
107986469,,,,True
147,147,26.85963,ADRA1B,
79616,79616,27.64896,CCNJL,
114898,114898,26.859749,C1QTNF2,
9232,9232,26.859509,PTTG1,
107075116,107075116,27.651289,MIR3142HG,
406938,406938,27.651525,MIR146A,
23120,23120,26.858898,ATP10B,
2561,2561,26.859694,GABRB2,
3161,3161,26.85963,HMMR,
101927813,101927813,27.651474,HMMR-AS1,
345630,345630,26.859749,FBLL1,
6586,6586,25.947956,SLIT3,
101927969,101927969,27.651289,SLIT3-AS2,
107986470,,,,True
54908,54908,27.64896,SPDL1,
1794,1794,26.85718,DOCK2,
100131897,100131897,26.85718,INSYN2B,
2299,2299,27.651411,FOXI1,
133874,133874,27.650675,C5orf58,
3937,3937,26.859749,LCP2,
100128059,100128059,27.650675,LOC100128059,
3779,3779,26.858898,KCNMB1,
107986474,107986474,27.650675,LOC107986474,
2568,2568,27.651474,GABRP,
107986476,107986476,27.651474,LOC107986476,
6793,6793,26.859694,STK10,
107986477,,,,True
285590,285590,27.650805,SH3PXD2B,
107984004,107984004,27.651474,LOC107984004,
1843,1843,26.337366,DUSP1,
8614,8614,27.650675,STC2,
105377732,105377732,27.650675,LOC105377732,
285593,285593,27.64896,LINC02995,
101928154,101928154,27.651525,LINC01485,
4488,4488,26.859509,MSX2,
1812,1812,26.337494,DRD1,
94081,94081,26.859749,SFXN1,
107986485,,,,True
105377746,,,,True
202134,202134,27.651411,FAM153B,
100507387,,,,True
1212,1212,26.85963,CLTB,
112267951,,,,True
253314,253314,27.64896,EIF4E1B,
53917,53917,27.651411,RAB24,
79930,79930,27.651525,DOK3,
105377750,105377750,27.650805,FAM193B-DT,
285596,285596,27.651474,FAM153A,
107986490,,,,True
105377754,105377754,27.651411,LOC105377754,
112267937,112267937,27.651411,LOC112267937,
91522,91522,26.858898,COL23A1,
80108,80108,26.859024,ZFP2,
285676,285676,26.85963,ZNF454,
2916,2916,26.85718,GRM6,
4056,4056,26.85718,LTC4S,
255426,255426,27.651474,RASGEF1C,
102725231,102725231,27.651525,LOC102725231,
92304,92304,27.650675,SCGB3A1,
153579,153579,27.650675,BTNL9,
105377769,105377769,27.650675,TRIM7-AS2,
81786,81786,26.858898,TRIM7,
10399,10399,26.859749,RACK1,
105374869,105374869,27.651411,LIRIL2R,
102723922,,,,True
107986553,,,,True
3662,3662,26.337494,IRF4,
55770,55770,26.337494,EXOC2,
94234,94234,26.859749,FOXQ1,
2295,2295,26.859509,FOXF2,
102723944,102723944,27.651289,LOC102723944,
105374882,,,,True
2296,2296,26.337978,FOXC1,
154386,154386,27.651289,LINC01600,
100616285,100616285,27.651411,MIR4645,
101927730,101927730,27.651411,SERPINB9-AS1,
5272,5272,26.859024,SERPINB9,
101927759,101927759,27.651525,LOC101927759,
7280,7280,26.338165,TUBB2A,
347733,347733,26.85718,TUBB2B,
100507336,100507336,27.64896,LOC100507336,
221749,221749,27.651474,PXDC1,
648791,648791,27.651525,PPP1R3G,
101927972,101927972,27.651525,FARS2-AS1,
105374898,105374898,27.651525,LOC105374898,
51299,51299,26.859509,NRN1,
285780,285780,27.651474,LY86-AS1,
9450,9450,27.651411,LY86,
101928004,101928004,27.650675,LOC101928004,
105374906,105374906,27.651289,LOC105374906,
100526836,100526836,27.651289,BLOC1S5-TXNDC5,
81567,81567,26.335646,TXNDC5,
100124533,100124533,27.64896,SCARNA27,
105374913,,,,True
105374918,105374918,27.651525,LOC105374918,
105374920,105374920,27.651525,LOC105374920,
7020,7020,26.337494,TFAP2A,
109729173,109729173,27.651289,TFAP2A-AS2,
101928106,101928106,27.651289,LINC02522,
2651,2651,26.859509,GCNT2,
347744,347744,27.651289,C6orf52,
4117,4117,27.650675,MAK,
221711,221711,27.651525,SYCP2L,
105374925,105374925,27.650675,LOC105374925,
112267953,,,,True
105374927,105374927,27.651411,LOC105374927,
100113407,100113407,27.651411,TMEM170B,
1906,1906,26.858898,EDN1,
105374937,105374937,27.650675,LOC105374937,
9308,9308,26.859694,CD83,
105374943,105374943,27.651474,LOC105374943,
105374942,105374942,27.650675,LOC105374942,
101928331,101928331,27.651411,LOC101928331,
101928354,101928354,27.651411,LOC101928354,
102724463,102724463,27.651289,LOC102724463,
105374945,105374945,27.64896,LOC105374945,
105374947,105374947,27.651289,LOC105374947,
401236,401236,27.651411,STMND1,
221662,221662,27.650675,RBM24,
9972,9972,26.338097,NUP153,
105374952,105374952,27.651411,NUP153-AS1,
105374957,105374957,27.651411,LOC105374957,
101928519,101928519,27.651411,LOC101928519,
3400,3400,26.85718,ID4,
6659,6659,26.858898,SOX4,
401237,401237,27.651474,CASC15,
51473,51473,27.651474,DCDC2,
7915,7915,25.947956,ALDH5A1,
9856,9856,26.338097,KIAA0319,
9750,9750,27.651411,RIPOR2,
105374981,105374981,27.64896,LOC105374981,
102724765,102724765,27.651525,LOC102724765,
10590,10590,26.859749,SCGN,
108783645,108783645,27.650675,HFE-AS1,
8347,8347,26.859749,H2BC4,
3017,3017,26.859024,H2BC5,
8344,8344,26.85718,H2BC6,
8351,8351,26.859509,H3C4,
8343,8343,26.85718,H2BC7,
8339,8339,26.859694,H2BC8,
8353,8353,26.859694,H3C6,
8345,8345,26.859509,H2BC9,
8355,8355,26.859509,H3C8,
105374985,,,,True
8365,8365,26.858898,H4C8,
11118,11118,27.651525,BTN3A2,
10385,10385,27.650675,BTN2A2,
11119,11119,27.650675,BTN3A1,
54718,54718,8.664397,BTN2A3P,
10384,10384,27.64896,BTN3A3,
696,696,27.651411,BTN1A1,
100133205,100133205,27.64896,LINC00240,
8970,8970,26.85718,H2BC11,
8969,8969,26.859024,H2AC11,
8294,8294,26.859749,H4C9,
10279,10279,27.651474,PRSS16,
7754,7754,8.919615,ZNF204P,
100189071,100189071,27.650805,TRI-AAT2-1,
100131289,100131289,27.651289,LOC100131289,
8329,8329,26.859509,H2AC13,
8357,8357,26.859509,H3C10,
8331,8331,26.858898,H2AC14,
8330,8330,26.858898,H2AC15,
3009,3009,27.650675,H1-5,
222698,222698,27.650675,NKAPL,
105374997,,,,True
114821,114821,27.64896,SCAND3,
105375008,105375008,27.651474,LOC105375008,
10537,10537,26.859694,UBD,
7932,7932,26.85963,OR2H2,
2550,2550,26.85963,GABBR1,
346171,346171,27.651474,ZFP57,
3134,3134,26.859749,HLA-F,
54435,54435,27.651289,HCG4,
352962,352962,8.919615,HLA-V,
3136,3136,8.919573,HLA-H,
3105,3105,26.858898,HLA-A,
80352,80352,27.650675,RNF39,
11074,11074,27.64896,TRIM31,
3139,3139,8.91981,HLA-L,
107986587,107986587,27.651411,ABCF1-DT,
105379695,105379695,27.64896,IER3-AS1,
8870,8870,26.85718,IER3,
401247,401247,27.64896,LINC00243,
29113,29113,27.64896,C6orf15,
170679,170679,27.651411,PSORS1C1,
1041,1041,26.858898,CDSN,
170680,170680,27.651525,PSORS1C2,
6941,6941,26.85963,TCF19,
3107,3107,26.85963,HLA-C,
3106,3106,26.859509,HLA-B,
102465537,102465537,27.651474,MIR6891,
10866,10866,26.859694,HCP5,
352961,352961,27.651474,HCG26,
102725068,102725068,27.650675,MICB-DT,
4277,4277,26.85963,MICB,
692233,692233,27.651411,SNORD117,
534,534,26.85963,ATP6V1G2,
4795,4795,26.85963,NFKBIL1,
100287329,100287329,27.64896,LOC100287329,
4049,4049,26.859509,LTA,
4050,4050,26.858898,LTB,
259197,259197,26.858898,NCR3,
105375018,105375018,27.650675,ABHD16A-AS1,
80739,80739,27.64896,MPIG6B,
23564,23564,27.64896,DDAH2,
717,717,26.85718,C2,
102060414,102060414,27.64896,C2-AS1,
1590,1590,8.91902,CYP21A1P,
7146,7146,8.664358,TNXA,
1589,1589,26.337978,CYP21A2,
7148,7148,26.337978,TNXB,
80863,80863,26.859509,PRRT1,
80864,80864,27.651411,EGFL8,
63940,63940,27.650675,GPSM3,
4855,4855,26.337366,NOTCH4,
414764,414764,27.651289,HCG23,
3122,3122,26.859509,HLA-DRA,
3127,3127,26.858898,HLA-DRB5,
3128,3128,8.919573,HLA-DRB6,
3123,3123,26.859694,HLA-DRB1,
107986589,,,,True
3117,3117,26.859694,HLA-DQA1,
