query,_id,_score,symbol,notfound
116969,116969,27.651525,ART5,
10346,10346,26.859749,TRIM22,
390072,390072,26.859749,OR52N4,
387748,387748,26.859749,OR56B1,
390077,390077,26.859694,OR52N2,
112268071,112268071,27.651474,LOC112268071,
112464,112464,27.651474,CAVIN3,
101927825,101927825,27.651525,LOC101927825,
387751,387751,8.919771,GVINP1,
107984019,107984019,27.64896,LOC107984019,
7762,7762,27.651289,ZNF215,
105376535,105376535,27.650675,LOC105376535,
51700,51700,26.858898,CYB5R2,
341277,341277,27.650675,OVCH2,
105376533,105376533,27.64896,LOC105376533,
26343,26343,8.91902,OR5E1P,
8665,8665,26.85718,EIF3F,
7275,7275,27.64896,TUB,
79608,79608,26.859509,RIC3,
4004,4004,27.651289,LMO1,
6764,6764,27.651289,DENND2B,
105376539,,,,True
102724784,102724784,27.650675,DENND2B-AS1,
56675,56675,27.651411,NRIP3,
57758,57758,26.338097,SCUBE2,
283102,283102,8.919573,KRT8P41,
105376542,105376542,27.651525,LOC105376542,
7465,7465,26.859749,WEE1,
133,133,26.859749,ADM,
272,272,26.337366,AMPD3,
100463486,100463486,8.919573,MTRNR2L8,
10335,10335,26.858898,IRAG1,
105376548,105376548,27.650675,LOC105376548,
283106,283106,26.858898,CSNK2A3,
27122,27122,27.650675,DKK3,
55742,55742,26.858898,PARVA,
107984313,107984313,27.650675,LOC107984313,
100506305,100506305,27.650675,LINC00958,
644943,644943,27.650675,RASSF10,
5140,5140,26.859509,PDE3B,
55553,55553,26.859509,SOX6,
10819,10819,8.91983,OR7E14P,
6207,6207,26.338165,RPS13,
26822,26822,27.651474,SNORD14A,
374383,374383,27.651474,NCR3LG1,
3746,3746,26.859749,KCNC1,
26297,26297,27.651525,SERGEF,
117195,117195,27.651474,MRGPRX3,
100528017,100528017,27.651525,SAA2-SAA4,
6291,6291,27.651525,SAA4,
6289,6289,27.651525,SAA2,
6288,6288,26.859749,SAA1,
3948,3948,26.859749,LDHC,
160287,160287,26.85718,LDHAL6A,
283284,283284,27.64896,IGSF22,
105376579,,,,True
84867,84867,26.859694,PTPN5,
79733,79733,26.859694,E2F8,
89797,89797,26.859509,NAV2,
100126784,100126784,27.64896,LEISA1,
107984418,107984418,27.64896,LOC107984418,
2620,2620,26.85718,GAS2,
105376592,105376592,27.651289,LINC02718,
338645,338645,27.64896,LUZP2,
63982,63982,26.85718,ANO3,
143662,143662,27.64896,MUC15,
159963,159963,26.335646,SLC5A12,
8424,8424,26.859694,BBOX1,
91057,91057,27.64896,CCDC34,
55366,55366,26.859509,LGR4,
105376671,105376671,27.64896,LGR4-AS1,
81930,81930,26.337366,KIF18A,
102723403,102723403,27.650675,LOC102723403,
744,744,27.650675,MPPED2,
105376609,105376609,27.651289,MPPED2-AS1,
101928316,101928316,27.651525,LINC02859,
101928338,101928338,27.651525,LOC101928338,
493860,493860,27.651411,CCDC73,
966,966,26.859749,CD59,
4005,4005,26.85963,LMO2,
101929918,101929918,27.651289,LOC101929918,
2001,2001,26.85963,ELF5,
105376626,105376626,27.651289,LOC105376626,
105376627,105376627,27.651411,LOC105376627,
25891,25891,27.651411,PAMR1,
24147,24147,27.64896,FJX1,
387763,387763,27.651289,C11orf96,
84680,84680,27.651289,ACCS,
57586,57586,27.651289,SYT13,
374387,374387,27.651289,LINC02716,
1408,1408,26.85718,CRY2,
9479,9479,26.859509,MAPK8IP1,
4192,4192,26.859694,MDK,
1132,1132,26.338165,CHRM4,
283254,283254,27.651474,HARBI1,
9793,9793,26.859694,CKAP5,
4038,4038,26.85718,LRP4,
29763,29763,27.64896,PACSIN3,
101928943,101928943,27.64896,MADD-AS1,
399888,399888,27.64896,FAM180B,
114900,114900,27.651474,C1QTNF4,
5795,5795,26.85963,PTPRJ,
2346,2346,26.338097,FOLH1,
219527,219527,27.651411,LRRC55,
5553,5553,26.858898,PRG2,
349667,349667,26.859509,RTN4RL2,
219537,219537,27.651289,SMTNL1,
9246,9246,26.337978,UBE2L6,
219539,219539,27.650675,YPEL4,
105369313,105369313,27.650675,LOC105369313,
9404,9404,26.85718,LPXN,
386607,386607,27.651289,ZFP91-CNTF,
1270,1270,26.85718,CNTF,
10249,10249,26.858898,GLYAT,
219970,219970,26.338215,GLYATL2,
105369315,105369315,27.651289,LOC105369315,
374393,374393,27.651289,FAM111B,
63901,63901,27.651525,FAM111A,
219972,219972,27.651525,MPEG1,
219988,219988,26.337366,PATL1,
6947,6947,26.85963,TCN1,
931,931,27.651411,MS4A1,
219995,219995,27.651411,MS4A15,
11251,11251,26.85963,PTGDR2,
22917,22917,26.337366,ZP1,
107984333,107984333,27.651474,PRPF19-DT,
923,923,26.85963,CD6,
105369326,105369326,27.651411,LOC105369326,
105369325,105369325,27.651411,LOC105369325,
921,921,27.651411,CD5,
643834,643834,26.85963,PGA3,
643847,643847,26.85963,PGA4,
5222,5222,26.85963,PGA5,
220001,220001,26.859694,VWCE,
105369331,105369331,27.651474,LOC105369331,
2237,2237,26.859694,FEN1,
3992,3992,26.859694,FADS1,
9415,9415,26.858898,FADS2,
5866,5866,26.859749,RAB3IL1,
7439,7439,27.651525,BEST1,
2495,2495,26.859749,FTH1,
3619,3619,26.859749,INCENP,
1937,1937,26.859749,EEF1G,
221091,221091,27.650675,LRRN4CL,
283237,283237,27.650675,TTC9C,
9299,9299,27.651474,SNORD30,
9297,9297,27.651474,SNORD29,
9300,9300,27.651289,SNORD28,
9301,9301,27.651289,SNORD27,
9302,9302,27.651474,SNORD26,
9303,9303,27.651289,SNORD25,
105369333,105369333,27.64896,LOC105369333,
85329,85329,27.64896,LGALS12,
5920,5920,26.858898,PLAAT4,
10963,10963,26.858898,STIP1,
83706,83706,26.85718,FERMT3,
7423,7423,26.85718,VEGFB,
102723878,102723878,27.651289,LOC102723878,
283234,283234,27.651289,CCDC88B,
55867,55867,26.859749,SLC22A11,
9379,9379,26.859509,NRXN2,
10235,10235,26.859749,RASGRP2,
55561,55561,27.650675,CDC42BPG,
116071,116071,27.651289,BATF2,
402,402,26.338165,ARL2,
113130,113130,26.859694,CDCA5,
7108,7108,26.338165,TM7SF2,
387778,387778,27.651474,SPDYC,
10435,10435,27.651474,CDC42EP2,
4054,4054,26.338165,LTBP3,
30008,30008,26.338165,EFEMP2,
1521,1521,26.338215,CTSW,
11007,11007,27.651411,CCDC85B,
8061,8061,26.859749,FOSL1,
57124,57124,27.651525,CD248,
102724064,102724064,27.650675,B4GAT1-DT,
246330,246330,26.858898,PELI3,
8722,8722,26.337978,CTSF,
55231,55231,27.650675,CCDC87,
5091,5091,26.337366,PC,
91683,91683,27.651289,SYT12,
29984,29984,26.337978,RHOD,
374403,374403,27.651525,TBC1D10C,
5790,5790,27.651525,PTPRCAP,
390212,390212,27.650675,GPR152,
2950,2950,26.859509,GSTP1,
254552,254552,27.651474,NUDT8,
645332,645332,8.91983,FAM86C2P,
105369360,105369360,27.64896,LINC02754,
102465451,102465451,27.64896,MIR6753,
107984343,107984343,27.64896,LOC107984343,
51083,51083,26.85718,GAL,
116535,116535,27.651525,MRGPRF,
105369367,105369367,27.651525,LOC105369367,
102724265,102724265,27.651525,LINC02953,
105379407,105379407,27.651525,LINC02747,
9965,9965,26.859749,FGF19,
105369371,105369371,27.651525,LOC105369371,
100009613,100009613,27.651411,LINC02584,
55107,55107,27.651411,ANO1,
105369372,,,,True
101928473,101928473,27.64896,LOC101928473,
105369373,105369373,27.651411,LOC105369373,
100129216,100129216,27.651289,DEFB131B,
10068,10068,26.859509,IL18BP,
2352,2352,26.858898,FOLR3,
2348,2348,26.858898,FOLR1,
101928555,101928555,27.651289,LINC01537,
5138,5138,26.859509,PDE2A,
9873,9873,26.858898,FCHSD2,
105369381,105369381,27.64896,IUR1,
105369382,105369382,27.64896,LOC105369382,
9828,9828,26.85718,ARHGEF17,
84957,84957,27.64896,RELT,
374407,374407,26.85718,DNAJB13,
7351,7351,26.85718,UCP2,
254225,254225,27.64896,RNF169,
10825,10825,26.85718,NEU3,
11309,11309,26.85718,SLCO2B1,
114599,114599,27.64896,SNORD15B,
80168,80168,26.338097,MOGAT2,
84649,84649,26.338097,DGAT2,
7481,7481,26.85963,WNT11,
112268079,112268079,27.651411,LOC112268079,
100506127,100506127,27.650675,GVQW3,
101928813,101928813,27.650675,LINC02757,
2615,2615,27.651411,LRRC32,
25987,25987,26.85963,TSKU,
726,726,26.85963,CAPN5,
4647,4647,26.337366,MYO7A,
220032,220032,26.859749,GDPD4,
28971,28971,27.651525,AAMDC,
65987,65987,27.651525,KCTD14,
220382,220382,27.651525,FAM181B,
220042,220042,27.651411,DDIAS,
27314,27314,26.858898,RAB30,
107984426,107984426,27.650675,LINC02695,
10873,10873,26.858898,ME3,
107984427,107984427,27.651411,ME3-DT,
107984429,107984429,27.651411,PRSS23-AS1,
107984428,,,,True
8322,8322,26.85718,FZD4,
65084,65084,27.64896,TMEM135,
1075,1075,26.85718,CTSC,
219595,219595,8.663607,FOLH1B,
10003,10003,26.859694,NAALAD2,
26973,26973,27.651474,CHORDC1,
120114,120114,27.651474,FAT3,
692075,692075,27.651525,SNORD6,
677792,677792,27.651525,SNORA1,
692072,692072,27.651525,SNORD5,
677822,677822,27.651525,SNORA40,
387804,387804,26.859509,VSTM5,
107984376,,,,True
105369440,105369440,27.651289,LOC105369440,
105369441,105369441,27.651474,LOC105369441,
57562,57562,27.651289,CEP126,
10413,10413,26.337978,YAP1,
330,330,26.859509,BIRC3,
101928424,101928424,27.651289,TMEM123-DT,
4316,4316,26.337366,MMP7,
101928477,101928477,27.64896,MMP20-AS1,
64066,64066,27.64896,MMP27,
100288077,100288077,8.91902,WTAPP1,
4312,4312,26.335646,MMP1,
4322,4322,26.335646,MMP13,
102723862,102723862,27.64896,LOC102723862,
80310,80310,26.85718,PDGFD,
100506742,100506742,8.663607,CASP12,
440067,440067,8.91983,CASP1P2,
440068,440068,8.91983,CARD17P,
2893,2893,26.337366,GRIA4,
55531,55531,27.650675,ELMOD1,
54734,54734,27.651474,RAB39A,
4863,4863,27.650675,NPAT,
472,472,26.859694,ATM,
160140,160140,27.651474,C11orf65,
105369488,105369488,27.651474,LOC105369488,
341032,341032,27.651474,POU2AF2,
399948,399948,27.651474,COLCA1,
120376,120376,27.651474,POU2AF3,
5450,5450,27.651474,POU2AF1,
399949,399949,27.651289,HOATZ,
143903,143903,27.651289,LAYN,
23235,23235,27.651411,SIK2,
1410,1410,26.859509,CRYAB,
3316,3316,27.651289,HSPB2,
100528019,100528019,27.651289,HSPB2-C11orf52,
91894,91894,27.651411,C11orf52,
3606,3606,26.858898,IL18,
4684,4684,26.858898,NCAM1,
100288346,100288346,27.651411,NCAM1-AS1,
255239,255239,27.651411,ANKK1,
1813,1813,26.338097,DRD2,
105369501,105369501,27.651411,LOC105369501,
80975,80975,27.650675,TMPRSS5,
3359,3359,26.85963,HTR3A,
7704,7704,26.85963,ZBTB16,
4837,4837,26.859749,NNMT,
107984393,107984393,27.651289,LOC107984393,
6876,6876,27.651289,TAGLN,
107984394,,,,True
53826,53826,27.651289,FXYD6,
84000,84000,27.651289,TMPRSS13,
3587,3587,26.338215,IL10RA,
100526771,100526771,27.651525,SMIM35,
6330,6330,26.858898,SCN4B,
6327,6327,27.650675,SCN2B,
120425,120425,26.858898,JAML,
10205,10205,27.650675,MPZL2,
916,916,26.859509,CD3E,
915,915,26.859694,CD3D,
917,917,26.859749,CD3G,
100131626,100131626,27.651525,LOC100131626,
101929089,101929089,27.651525,TTC36-AS1,
84866,84866,27.650675,TMEM25,
23187,23187,27.650675,PHLDB1,
11181,11181,26.858898,TREH,
105369519,105369519,27.651525,LOC105369519,
107984396,107984396,27.651411,CENATAC-DT,
338657,338657,27.651411,CENATAC,
649946,649946,8.91981,RPL23AP64,
79671,79671,26.85963,NLRX1,
867,867,26.85963,CBL,
4162,4162,27.651411,MCAM,
114902,114902,26.859694,C1QTNF5,
83552,83552,27.651474,MFRP,
9099,9099,26.338097,USP2,
107984398,107984398,27.651474,LOC107984398,
5818,5818,26.859694,NECTIN1,
23650,23650,26.859694,TRIM29,
105369529,105369529,27.651411,LOC105369529,
220323,220323,27.651525,OAF,
2900,2900,26.338215,GRIK4,
105369536,105369536,27.651525,SORL1-AS1,
105369535,105369535,27.651525,LOC105369535,
399959,399959,27.651411,MIR100HG,
84959,84959,27.651525,UBASH3B,
56253,56253,27.651289,CRTAM,
85391,85391,27.651289,SNORD14E,
85390,85390,27.651289,SNORD14D,
85389,85389,27.651525,SNORD14C,
57476,57476,27.651525,GRAMD1B,
55800,55800,26.859749,SCN3B,
4013,4013,26.859749,VWA5A,
4900,4900,27.651525,NRGN,
23584,23584,27.651525,VSIG2,
90952,90952,26.859749,ESAM,
64221,64221,26.335646,ROBO3,
54538,54538,27.64896,ROBO4,
220296,220296,26.85963,HEPACAM,
641654,641654,27.651411,HEPN1,
9638,9638,26.85718,FEZ1,
338667,338667,27.650675,VSIG10L2,
101929427,101929427,27.64896,KIRREL3-AS4,
101929497,101929497,27.651474,LINC02712,
105369563,105369563,27.650675,LINC02725,
107984408,,,,True
2113,2113,26.85963,ETS1,
2313,2313,26.85963,FLI1,
63970,63970,26.858898,TP53AIP1,
8538,8538,27.650675,BARX2,
120224,120224,27.64896,TMEM45B,
107984432,107984432,27.64896,LOC107984432,
6768,6768,26.859509,ST14,
11095,11095,27.651289,ADAMTS8,
170689,170689,27.651289,ADAMTS15,
4978,4978,27.651289,OPCML,
109623486,109623486,27.651289,SNORD153,
89944,89944,26.859749,GLB1L2,
27087,27087,26.859749,B3GAT1,
283177,283177,27.651289,B3GAT1-DT,
107987374,,,,True
107987375,,,,True
112267876,,,,True
440073,440073,26.859694,IQSEC3,
105369593,105369593,27.651474,IQSEC3-AS2,
81029,81029,26.858898,WNT5B,
79602,79602,26.858898,ADIPOR2,
112268103,,,,True
100271702,100271702,27.651474,LINC00940,
101929469,101929469,27.64896,TEX52,
10867,10867,27.650675,TSPAN9,
84766,84766,26.858898,CRACR2A,
105369609,105369609,27.651474,PARP11-AS1,
105369608,105369608,27.651474,LOC105369608,
10635,10635,26.859694,RAD51AP1,
26290,26290,26.859509,GALNT8,
105369614,,,,True
3742,3742,27.64896,KCNA6,
3736,3736,27.64896,KCNA1,
100507560,100507560,27.64896,LOC100507560,
3741,3741,26.85718,KCNA5,
105369617,105369617,27.651525,LOC105369617,
105369618,105369618,27.650675,LOC105369618,
4908,4908,26.858898,NTF3,
105369625,105369625,27.650675,LOC105369625,
55200,55200,26.858898,PLEKHG6,
7132,7132,26.858898,TNFRSF1A,
112268088,112268088,27.651289,LOC112268088,
6337,6337,26.337978,SCNN1A,
107984500,107984500,27.651411,LOC107984500,
105369626,105369626,27.651411,LOC105369626,
4055,4055,26.338097,LTBR,
939,939,26.859509,CD27,
6843,6843,26.859694,VAMP1,
105369631,105369631,27.651474,LOC105369631,
57121,57121,26.85718,LPAR5,
5763,5763,27.651289,PTMS,
3902,3902,26.859694,LAG3,
920,920,26.859694,CD4,
27239,27239,27.651474,GPR162,
10536,10536,27.651474,P3H3,
1822,1822,27.651474,ATN1,
113246,113246,27.64896,C12orf57,
100147744,100147744,27.64896,RNU7-1,
5777,5777,26.859509,PTPN6,
105369634,105369634,27.651474,LOC105369634,
105369635,105369635,27.651474,MIR200CHG,
406933,406933,27.651474,MIR141,
83758,83758,27.651411,RBP5,
170482,170482,27.651289,CLEC4C,
653113,653113,8.919771,FAM86FP,
101927905,101927905,27.64896,LINC02449,
112268090,112268090,27.64896,LOC112268090,
93978,93978,26.85718,CLEC6A,
338339,338339,26.85718,CLEC4D,
26253,26253,26.85718,CLEC4E,
57379,57379,26.335646,AICDA,
8076,8076,26.337366,MFAP5,
10219,10219,26.85963,KLRG1,
144571,144571,27.650675,A2M-AS1,
100422872,100422872,27.651411,MIR1244-3,
107987172,,,,True
107987174,,,,True
374443,374443,8.919573,LOC374443,
29121,29121,26.85963,CLEC2D,
105369652,105369652,27.651525,LINC02390,
160365,160365,27.651411,CLECL1,
969,969,26.859509,CD69,
160364,160364,26.85963,CLEC12A,
51266,51266,26.85963,CLEC1B,
387837,387837,27.650675,CLEC12B,
64581,64581,26.85718,CLEC7A,
4973,4973,26.859749,OLR1,
120939,120939,27.651525,TMEM52B,
23710,23710,26.338215,GABARAPL1,
3824,3824,26.859749,KLRD1,
105369656,105369656,27.64896,LOC105369656,
101928100,101928100,27.64896,KLRK1-AS1,
100528032,100528032,27.651289,KLRC4-KLRK1,
22914,22914,26.859509,KLRK1,
8302,8302,27.651525,KLRC4,
3823,3823,26.859749,KLRC3,
3822,3822,26.859749,KLRC2,
3821,3821,26.859749,KLRC1,
101060038,101060038,27.651289,LINC02446,
105376675,105376675,27.651289,LOC105376675,
8531,8531,26.859509,YBX3,
112268104,112268104,27.651289,LOC112268104,
11272,11272,27.651289,PRR4,
79370,79370,26.85718,BCL2L14,
103504734,103504734,27.64896,MIR1244-4,
503693,503693,27.651525,LOH12CR2,
387841,387841,8.9198475,RPL13AP20,
100506314,100506314,27.651525,GPRC5D-AS1,
50865,50865,27.651525,HEBP1,
83445,83445,27.651525,GSG1,
2012,2012,27.651411,EMP1,
2904,2904,26.338097,GRIN2B,
105369667,105369667,27.651411,LOC105369667,
55729,55729,27.650675,ATF7IP,
105369669,105369669,27.651474,LOC105369669,
121504,121504,26.85963,H4C16,
5800,5800,26.337978,PTPRO,
4257,4257,26.858898,MGST1,
79785,79785,27.650675,RERGL,
5288,5288,26.859694,PIK3C2G,
89869,89869,26.858898,PLCZ1,
93661,93661,26.85718,CAPZA3,
102724227,102724227,27.651474,LINC03208,
53919,53919,26.859694,SLCO1C1,
115072896,115072896,26.85718,SLCO1B3-SLCO1B7,
5965,5965,27.64896,RECQL,
80763,80763,27.651474,SPX,
112268093,112268093,27.651474,LOC112268093,
105369151,105369151,27.650675,LOC105369151,
105369699,105369699,27.650675,BCAT1-AS1,
645177,,,,True
4033,4033,26.85963,IRAG2,
79365,79365,26.85963,BHLHE41,
56938,56938,27.651411,BMAL2,
101928646,101928646,27.651525,BMAL2-AS1,
387849,387849,27.651525,REP15,
5744,5744,26.858898,PTHLH,
83857,83857,27.651289,TMTC1,
105369714,105369714,27.651474,LOC105369714,
160518,160518,27.651474,DENND5B,
107984532,,,,True
105369723,105369723,27.651289,LINC02422,
55196,55196,27.651289,RESF1,
341359,341359,26.85718,SYT10,
84920,84920,26.85718,ALG10,
107984469,107984469,27.64896,LOC107984469,
144245,144245,26.85718,ALG10B,
55605,55605,26.859509,KIF21A,
225,225,26.337978,ABCD2,
283461,283461,26.859694,REDIC1,
114134,114134,26.338165,SLC2A13,
101930164,101930164,27.650675,LINC02555,
120892,120892,26.337366,LRRK2,
1272,1272,26.859509,CNTN1,
283464,283464,27.64896,GXYLT1,
51535,51535,27.64896,PPHLN1,
80070,80070,26.338215,ADAMTS20,
83448,83448,26.859749,PUS7L,
5756,5756,26.859749,TWF1,
4753,4753,26.859749,NELL2,
440097,440097,27.651525,DBX2,
196528,196528,26.859749,ARID2,
105369745,105369745,27.651525,LOC105369745,
9169,9169,27.651474,SCAF11,
81539,81539,26.85963,SLC38A1,
105378248,105378248,27.651411,LOC105378248,
91523,91523,27.651474,PCED1B,
100233209,100233209,27.650805,PCED1B-AS1,
105369746,105369746,27.650675,LOC105369746,
105369747,105369747,27.64896,LOC105369747,
107984528,107984528,27.651289,LINC02416,
111082992,111082992,27.651525,LINC02156,
79657,79657,27.650675,RPAP3,
105369748,105369748,27.650805,RPAP3-DT,
8909,8909,26.85963,ENDOU,
55652,55652,27.651289,SLC48A1,
107984503,107984503,27.651474,LINC02354,
29843,29843,26.859749,SENP1,
387856,387856,27.64896,CCDC184,
121274,121274,26.858898,ZNF641,
54934,54934,27.650805,KANSL2,
677793,677793,27.651411,SNORA2A,
100506125,100506125,27.651289,ADCY6-DT,
105369755,105369755,27.651474,LOC105369755,
7471,7471,26.859749,WNT1,
8085,8085,26.85718,KMT2D,
121268,121268,27.650675,RHEBL1,
101927267,101927267,27.650805,TROAP-AS1,
5630,5630,26.85963,PRPH,
10024,10024,27.651289,TROAP,
79962,79962,27.651474,DNAJC22,
65244,65244,26.859749,SPATS2,
91010,91010,26.85718,FMNL3,
100286844,100286844,27.650675,BCDIN3D-AS1,
23017,23017,27.650805,FAIM2,
101927318,101927318,27.651411,AQP5-AS1,
362,362,26.859509,AQP5,
29127,29127,26.859694,RACGAP1,
2819,2819,26.859749,GPD1,
113251,113251,26.85718,LARP4,
57609,57609,27.650675,DIP2B,
51411,51411,26.85718,BIN2,
105369767,105369767,27.650805,LOC105369767,
3164,3164,26.85963,NR4A1,
113523638,113523638,27.651289,SMIM41,
26628,26628,8.9198475,OR7E47P,
112268096,112268096,27.64896,SMIM41-AS1,
105369771,,,,True
3855,3855,26.858898,KRT7,
109729127,109729127,27.651474,KRT7-AS,
85349,85349,8.91981,KRT87P,
3887,3887,27.650805,KRT81,
3889,3889,27.651289,KRT83,
3854,3854,27.651525,KRT6B,
286887,286887,27.64896,KRT6C,
3853,3853,26.859694,KRT6A,
3852,3852,26.858898,KRT5,
121391,121391,27.651411,KRT74,
140807,140807,27.651525,KRT72,
319101,319101,27.64896,KRT73,
100127967,100127967,27.651474,KRT73-AS1,
3849,3849,27.651411,KRT2,
23371,23371,27.650675,TNS2,
3489,3489,26.337978,IGFBP6,
3695,3695,26.85718,ITGB7,
9700,9700,26.859749,ESPL1,
112268097,112268097,27.651474,MYG1-AS1,
8620,8620,26.859509,NPFF,
100652999,100652999,27.650805,ATF7-AS1,
107984525,,,,True
3229,3229,27.651289,HOXC13,
105369775,105369775,27.64896,LOC105369775,
3228,3228,27.651411,HOXC12,
100124700,100124700,26.859024,HOTAIR,
3227,3227,26.858898,HOXC11,
100874365,100874365,27.651289,HOXC-AS3,
3226,3226,26.859509,HOXC10,
100874363,100874363,27.651289,HOXC-AS1,
3225,3225,26.859749,HOXC9,
3224,3224,26.859694,HOXC8,
3222,3222,27.651411,HOXC5,
400043,400043,27.651474,LINC02381,
112935960,112935960,27.651411,SCAT2,
102724050,102724050,27.650805,GPR84-AS1,
53831,53831,26.859749,GPR84,
121355,121355,27.651474,GTSF1,
3071,3071,26.85963,NCKAP1L,
5502,5502,26.85718,PPP1R1A,
118430,118430,27.651474,MUCL1,
9840,9840,26.859024,TESPA1,
107984515,107984515,26.85718,TESPA1-AS1,
196410,196410,26.859749,TMT1B,
3679,3679,26.337494,ITGA7,
5959,5959,26.85963,RDH5,
1606,1606,26.859694,DGKA,
6490,6490,26.85718,PMEL,
64375,64375,27.650805,IKZF4,
105369781,105369781,27.651289,LOC105369781,
105369780,,,,True
105369782,105369782,27.651289,LOC105369782,
140465,140465,26.859509,MYL6B,
51561,51561,26.859509,IL23A,
6773,6773,26.337978,STAT2,
8914,8914,26.859509,TIMELESS,
26789,26789,27.64896,SNORD59A,
5557,5557,26.859694,PRIM1,
8630,8630,26.859694,HSD17B6,
8608,8608,26.859749,RDH16,
23306,23306,27.651411,NEMP1,
83729,83729,26.85963,INHBE,
64333,64333,26.85718,ARHGAP9,
196403,196403,26.859024,DTX3,
115557,115557,26.859024,ARHGEF25,
65012,65012,8.919573,SLC26A10P,
2583,2583,26.338215,B4GALNT1,
116986,116986,26.85718,AGAP2,
1594,1594,26.338165,CYP27B1,
283387,283387,26.858898,LINC03235,
121227,121227,26.859749,LRIG3,
9958,9958,26.858898,USP15,
102465133,102465133,27.64896,MIR6125,
406891,406891,27.650805,MIRLET7I,
283417,283417,27.650675,DPY19L2,
113218505,113218505,27.651411,MIR10527,
144577,144577,26.85718,KICS2,
115749,115749,27.651411,C12orf56,
11260,11260,26.85963,XPOT,
29110,29110,26.85963,TBK1,
23329,23329,27.650805,TBC1D30,
400046,400046,27.651411,LINC02389,
11197,11197,26.859694,WIF1,
253827,253827,26.859694,MSRB3,
100507065,100507065,27.650805,MSRB3-AS1,
100129940,100129940,27.651525,HMGA2-AS1,
102465249,102465249,27.650675,MIR6502,
92797,92797,26.858898,HELB,
55832,55832,26.859694,CAND1,
105369812,105369812,27.651525,LOC105369812,
8445,8445,26.85718,DYRK2,
105369816,105369816,27.650805,LOC105369816,
101927901,101927901,27.651474,LINC02421,
107984526,,,,True
100885789,100885789,27.651525,IFNG-AS1,
3458,3458,26.85963,IFNG,
105369818,105369818,27.651411,LOC105369818,
55801,55801,26.85718,IL26,
56890,56890,26.337366,SAXO6,
105369819,105369819,27.64896,LOC105369819,
100507195,100507195,27.651289,LINC02384,
5908,5908,26.337494,RAP1B,
100507250,100507250,27.651289,LOC100507250,
57122,57122,26.859509,NUP107,
100130075,100130075,8.919771,SZRD1P1,
4193,4193,26.338215,MDM2,
4069,4069,26.859749,LYZ,
10818,10818,26.859749,FRS2,
10576,10576,26.859749,CCT2,
27345,27345,26.859749,KCNMB4,
105369827,,,,True
105369828,105369828,27.64896,PTPRB-AS1,
7103,7103,27.64896,TSPAN8,
196441,196441,27.650805,ZFC3H1,
55266,55266,27.64896,TMEM19,
29953,29953,27.651474,TRHDE,
283392,283392,27.651474,TRHDE-AS1,
552889,552889,27.650805,ATXN7L3B,
22822,22822,27.650805,PHLDA1,
105369848,105369848,27.650805,LNCOG,
79738,79738,26.859509,BBS10,
1466,1466,27.64896,CSRP2,
144455,144455,26.85718,E2F7,
89795,89795,27.650675,NAV3,
6857,6857,26.858898,SYT1,
79611,79611,26.859694,ACSS3,
84125,84125,27.651289,LRRIQ1,
105369876,105369876,27.651411,LINC02820,
400058,400058,8.919573,MKRN9P,
105369885,105369885,27.650675,LOC105369885,
1848,1848,26.859509,DUSP6,
1833,1833,26.859694,EPYC,
1634,1634,26.337494,DCN,
105369901,105369901,27.64896,LOC105369901,
256021,256021,27.651289,LINC01619,
101928617,101928617,27.651411,BTG1-DT,
107984023,,,,True
100507616,100507616,27.650805,LINC02397,
105369904,105369904,27.651411,LOC105369904,
105369905,105369905,27.651289,LOC105369905,
440107,440107,27.651411,PLEKHG7,
105369906,105369906,27.650805,LINC02413,
7334,7334,26.859694,UBE2N,
8835,8835,26.85963,SOCS2,
144486,144486,27.651411,CEP83-DT,
102465834,102465834,27.650805,MIR7844,
55785,55785,27.650805,FGD6,
442903,442903,27.651474,MIR331,
59277,59277,26.338165,NTN4,
107984546,,,,True
5128,5128,26.858898,CDK17,
144535,144535,27.650675,CFAP54,
121441,121441,27.650675,NEDD1,
100128191,100128191,27.64896,TMPO-AS1,
7112,7112,26.85718,TMPO,
23074,23074,27.651525,BLTP3B,
55681,55681,26.859509,SCYL2,
283431,283431,27.651525,GAS2L3,
27340,27340,26.859509,UTP20,
4604,4604,26.85718,MYBPC1,
105369937,105369937,27.64896,LOC105369937,
50511,50511,26.859749,SYCP3,
55010,55010,27.651411,PARPBP,
5367,5367,26.859694,PMCH,
5053,5053,26.859509,PAH,
429,429,26.859749,ASCL1,
374470,374470,27.64896,C12orf42,
100500842,100500842,27.650805,MIR3652,
6996,6996,26.85963,TDG,
83468,83468,26.338165,GLT8D2,
29915,29915,26.337978,HCFC2,
7296,7296,26.859694,TXNRD1,
50515,50515,26.338215,CHST11,
112268100,,,,True
23325,23325,26.859749,WASHC4,
105369953,,,,True
255394,255394,26.858898,TCP11L2,
100287944,100287944,27.651411,RFX4-AS1,
105369961,105369961,27.651411,LOC105369961,
101929162,101929162,27.651474,PRDM4-AS1,
9671,9671,27.651289,WSCD2,
1240,1240,26.85718,CMKLR1,
6404,6404,26.859694,SELPLG,
100616240,100616240,27.650805,MIR4496,
100131733,100131733,27.650675,USP30-AS1,
32,32,26.858898,ACACB,
105369974,105369974,27.651411,LOC105369974,
283446,283446,26.859694,MYO1H,
84983,84983,27.64896,FAM222A-AS1,
84329,84329,27.64896,HVCN1,
144717,144717,26.85718,PHETA1,
